step,coverage,predicted_map_quality,topological_understanding
0,0.0148,1.0000
1,0.0151,1.0000
2,0.0154,1.0000
3,0.0157,1.0000
4,0.0161,1.0000
5,0.0166,1.0000
6,0.0174,1.0000
7,0.0180,1.0000
8,0.0186,1.0000
9,0.0195,1.0000
10,0.0204,1.0000
11,0.0215,1.0000
12,0.0225,1.0000
13,0.0234,1.0000
14,0.0245,1.0000
15,0.0259,1.0000
16,0.0273,1.0000
17,0.0289,1.0000
18,0.0315,1.0000
19,0.0326,1.0000
20,0.0339,1.0000
21,0.0345,1.0000
22,0.0352,1.0000
23,0.0364,1.0000
24,0.0375,1.0000
25,0.0386,1.0000
26,0.0392,1.0000
27,0.0421,1.0000
28,0.0422,1.0000
29,0.0423,1.0000
30,0.0424,1.0000
31,0.0425,1.0000
32,0.0426,1.0000
33,0.0426,1.0000
34,0.0427,1.0000
35,0.0428,1.0000
36,0.0431,1.0000
37,0.0438,1.0000
38,0.0443,1.0000
39,0.0449,1.0000
40,0.0455,1.0000
41,0.0460,1.0000
42,0.0466,1.0000
43,0.0472,1.0000
44,0.0477,1.0000
45,0.0482,1.0000
46,0.0487,1.0000
47,0.0492,1.0000
48,0.0498,1.0000
49,0.0505,1.0000
50,0.0517,1.0000
51,0.0533,1.0000
52,0.0544,1.0000
53,0.0558,1.0000
54,0.0558,1.0000
55,0.0583,1.0000
56,0.0595,1.0000
57,0.0627,1.0000
58,0.0649,1.0000
59,0.0656,1.0000
60,0.0666,1.0000
61,0.0670,1.0000
62,0.0673,1.0000
63,0.0677,1.0000
64,0.0681,1.0000
65,0.0685,1.0000
66,0.0688,1.0000
67,0.0692,1.0000
68,0.0703,1.0000
69,0.0728,1.0000
70,0.0745,1.0000
71,0.0764,1.0000
72,0.0775,1.0000
73,0.0783,1.0000
74,0.0799,1.0000
75,0.0808,1.0000
76,0.0808,1.0000
77,0.0816,1.0000
78,0.0844,1.0000
79,0.0854,1.0000
80,0.0863,1.0000
81,0.0870,1.0000
82,0.0875,1.0000
83,0.0881,1.0000
84,0.0886,1.0000
85,0.0890,1.0000
86,0.0894,1.0000
87,0.0900,1.0000
88,0.0905,1.0000
89,0.0910,1.0000
90,0.0915,1.0000
91,0.0920,1.0000
92,0.0924,1.0000
93,0.0925,1.0000
94,0.0928,1.0000
95,0.0931,1.0000
96,0.0935,1.0000
97,0.0941,1.0000
98,0.0947,1.0000
99,0.0956,1.0000
100,0.0966,1.0000
101,0.0977,1.0000
102,0.0989,1.0000
103,0.0998,1.0000
104,0.1009,1.0000
105,0.1021,1.0000
106,0.1033,1.0000
107,0.1044,1.0000
108,0.1054,1.0000
109,0.1064,1.0000
110,0.1081,1.0000
111,0.1094,1.0000
112,0.1105,1.0000
113,0.1130,1.0000
114,0.1136,1.0000
115,0.1141,1.0000
116,0.1144,1.0000
117,0.1148,1.0000
118,0.1155,1.0000
119,0.1160,1.0000
120,0.1162,1.0000
121,0.1166,1.0000
122,0.1170,1.0000
123,0.1174,1.0000
124,0.1177,1.0000
125,0.1180,1.0000
126,0.1184,1.0000
127,0.1187,1.0000
128,0.1192,1.0000
129,0.1200,1.0000
130,0.1206,1.0000
131,0.1211,1.0000
132,0.1219,1.0000
133,0.1223,1.0000
134,0.1228,1.0000
135,0.1233,1.0000
136,0.1239,1.0000
137,0.1248,1.0000
138,0.1262,1.0000
139,0.1283,1.0000
140,0.1305,1.0000
141,0.1311,1.0000
142,0.1316,1.0000
143,0.1321,1.0000
144,0.1335,1.0000
145,0.1342,1.0000
146,0.1352,1.0000
147,0.1352,1.0000
148,0.1352,1.0000
149,0.1352,1.0000
150,0.1352,1.0000
151,0.1352,1.0000
152,0.1360,1.0000
153,0.1365,1.0000
154,0.1370,1.0000
155,0.1373,1.0000
156,0.1378,1.0000
157,0.1384,1.0000
158,0.1389,1.0000
159,0.1393,1.0000
160,0.1397,1.0000
161,0.1400,1.0000
162,0.1404,1.0000
163,0.1407,1.0000
164,0.1409,1.0000
165,0.1409,1.0000
166,0.1409,1.0000
167,0.1409,1.0000
168,0.1411,1.0000
169,0.1414,1.0000
170,0.1414,1.0000
171,0.1414,1.0000
172,0.1414,1.0000
173,0.1414,1.0000
174,0.1414,1.0000
175,0.1418,1.0000
176,0.1428,1.0000
177,0.1433,1.0000
178,0.1453,1.0000
179,0.1462,1.0000
180,0.1469,1.0000
181,0.1474,1.0000
182,0.1480,1.0000
183,0.1485,1.0000
184,0.1490,1.0000
185,0.1491,1.0000
186,0.1510,1.0000
187,0.1521,1.0000
188,0.1531,1.0000
189,0.1539,1.0000
190,0.1548,1.0000
191,0.1554,1.0000
192,0.1560,1.0000
193,0.1565,1.0000
194,0.1570,1.0000
195,0.1574,1.0000
196,0.1578,1.0000
197,0.1581,1.0000
198,0.1583,1.0000
199,0.1585,1.0000
200,0.1588,1.0000
201,0.1591,1.0000
202,0.1594,1.0000
203,0.1597,1.0000
204,0.1600,1.0000
205,0.1602,1.0000
206,0.1605,1.0000
207,0.1608,1.0000
208,0.1611,1.0000
209,0.1614,1.0000
210,0.1618,1.0000
211,0.1621,1.0000
212,0.1622,1.0000
213,0.1624,1.0000
214,0.1626,1.0000
215,0.1627,1.0000
216,0.1627,1.0000
217,0.1627,1.0000
218,0.1629,1.0000
219,0.1629,1.0000
220,0.1630,1.0000
221,0.1630,1.0000
222,0.1632,1.0000
223,0.1633,1.0000
224,0.1634,1.0000
225,0.1636,1.0000
226,0.1639,1.0000
227,0.1644,1.0000
228,0.1647,1.0000
229,0.1652,1.0000
230,0.1655,1.0000
231,0.1655,1.0000
232,0.1655,1.0000
233,0.1655,1.0000
234,0.1655,1.0000
235,0.1655,1.0000
236,0.1655,1.0000
237,0.1655,1.0000
238,0.1655,1.0000
239,0.1655,1.0000
240,0.1655,1.0000
241,0.1655,1.0000
242,0.1655,1.0000
243,0.1655,1.0000
244,0.1655,1.0000
245,0.1655,1.0000
246,0.1655,1.0000
247,0.1655,1.0000
248,0.1655,1.0000
249,0.1655,1.0000
250,0.1655,1.0000
251,0.1655,1.0000
252,0.1655,1.0000
253,0.1655,1.0000
254,0.1659,1.0000
255,0.1660,1.0000
256,0.1660,1.0000
257,0.1661,1.0000
258,0.1662,1.0000
259,0.1662,1.0000
260,0.1662,1.0000
261,0.1662,1.0000
262,0.1662,1.0000
263,0.1662,1.0000
264,0.1662,1.0000
265,0.1662,1.0000
266,0.1662,1.0000
267,0.1662,1.0000
268,0.1663,1.0000
269,0.1664,1.0000
270,0.1667,1.0000
271,0.1671,1.0000
272,0.1671,1.0000
273,0.1672,1.0000
274,0.1674,1.0000
275,0.1674,1.0000
276,0.1674,1.0000
277,0.1674,1.0000
278,0.1674,1.0000
279,0.1674,1.0000
280,0.1674,1.0000
281,0.1704,1.0000
282,0.1728,1.0000
283,0.1740,1.0000
284,0.1744,1.0000
285,0.1748,1.0000
286,0.1749,1.0000
287,0.1753,1.0000
288,0.1765,1.0000
289,0.1780,1.0000
290,0.1803,1.0000
291,0.1824,1.0000
292,0.1838,1.0000
293,0.1851,1.0000
294,0.1860,1.0000
295,0.1873,1.0000
296,0.1884,1.0000
297,0.1895,1.0000
298,0.1908,1.0000
299,0.1917,1.0000
300,0.1919,1.0000
301,0.1922,1.0000
302,0.1924,1.0000
303,0.1925,1.0000
304,0.1927,1.0000
305,0.1928,1.0000
