bag,attempt_index,trigger_robot,trigger_topic,trigger_record_time_ns,robot_0_map_index,robot_1_map_index,robot_0_map_time_ns,robot_1_map_time_ns,map_pair_time_gap_s,candidate_found,legacy_replay_publish,legacy_replay_reject,matcher_error,raw_match_count,filtered_match_count,ransac_inlier_count,ransac_inlier_ratio,feature_residual_median_px,feature_residual_p90_px,legacy_visual_inlier_ratio,legacy_blend_weight,h00,h01,h02,h10,h11,h12,determinant,singular_value_min,singular_value_max,isotropic_scale,anisotropy,orthogonality_error,occupancy_iou,occupancy_overlap,occupancy_chamfer_median_px,warped_occupied_cells,target_occupied_cells,structure_se2_pass,legacy_candidate_gate_accept,legacy_candidate_gate_reasons,estimate_x_0_from_1_m,estimate_y_0_from_1_m,estimate_yaw_0_from_1_deg,reference_x_0_from_1_m,reference_y_0_from_1_m,reference_yaw_0_from_1_deg,translation_error_m,yaw_error_deg,within_0p25m_5deg,within_0p50m_10deg,replay_output_height,replay_output_width,replay_output_sha256,legacy_output_verified_exact,recorded_output_index,recorded_output_time_ns,recorded_output_delay_s,replay_hash_multiplicity,recorded_hash_multiplicity,legacy_candidate_consensus_support,legacy_gated_counterfactual_commit,legacy_gated_counterfactual_reject,legacy_gated_counterfactual_reason,rigid_candidate_found,rigid_input_correspondence_count,rigid_inlier_count,rigid_inlier_ratio,rigid_inlier_residual_median_px,rigid_inlier_residual_p90_px,rigid_source_minor_spread_px,rigid_target_minor_spread_px,rigid_estimator_reject_reason,rigid_h00,rigid_h01,rigid_h02,rigid_h10,rigid_h11,rigid_h12,rigid_occupancy_iou,rigid_occupancy_overlap,rigid_occupancy_chamfer_median_px,rigid_local_gate_accept,rigid_local_gate_reasons,rigid_estimate_x_0_from_1_m,rigid_estimate_y_0_from_1_m,rigid_estimate_yaw_0_from_1_deg,rigid_translation_error_m,rigid_yaw_error_deg,rigid_within_0p25m_5deg,rigid_within_0p50m_10deg,rigid_consensus_support,rigid_gated_counterfactual_commit,rigid_gated_counterfactual_reject,rigid_gated_counterfactual_reason
sense1-2,22,robot_1,/robot_1/predicted_map,1746434564986134763,11,11,1746434564750934586,1746434564986134763,0.235200177,1,1,0,,366,44,44,0.12021857923497267,2.3574438095092773,3.3052868843078613,0.8636363636363636,0.7,0.003077984321862459,-0.001977419015020132,179.2697296142578,0.001977419015020132,0.003077984321862459,294.74066162109375,1.3384173446594299e-05,0.003658438662406996,0.003658438662406997,0.0036584386624069973,1.1854261039021224e-16,9.423032642203859e-16,0.0,0.0,inf,0,4011,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-3.2822401273795734,4.348615173594709,32.71829525733343,2.4774183716085982,-6.252867278548417,169.46456306260586,12.065036104714537,136.74626780527242,0,0,534,534,0dcc7e5df4179e0437d6695443ff257f115861d42769cdd88ad231b45b1c177f,1,23,1746434565599937197,0.613802434,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,204,5,0.024509803921568627,1.6162057024532057,2.128288675592464,0.6340713862521438,0.8409355916610658,,0.1490754802146909,-0.9888258194438284,495.2093945764087,0.9888258194438285,0.14907548021469097,-102.9863553273326,0.06657371906587661,0.14285714285714285,37.24501037597656,0,too_few_inliers|low_inlier_ratio|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1.6876231280167011,-1.6737826635865005,81.42664690417881,4.646696938447924,88.03791615842704,0,0,0,0,1,too_few_inliers|low_inlier_ratio|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,23,robot_0,/robot_0/predicted_map,1746434565756492041,12,11,1746434565756492041,1746434564986134763,0.770357278,1,1,0,,218,25,25,0.11467889908256881,2.6811583042144775,3.947455406188965,0.6,0.6,-0.039523981511592865,-0.07962825894355774,376.206298828125,0.07962825894355774,-0.039523981511592865,300.6839599609375,0.007902804736911016,0.0888977206508188,0.08889772065081883,0.0888977206508188,1.5610960220594397e-16,3.144555047219526e-16,0.0,0.0,139.27569580078125,3132,4011,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-1.951432282635447,0.8592633625366757,116.39778923359289,2.4774183716085982,-6.252867278548417,169.46456306260586,8.378372179215923,53.06677382901297,0,0,534,534,47419333455f6d42d1ccd89ad59e4fe07cb72035d9c1de4049ad9b76e70c86e5,1,24,1746434566188111982,0.431619941,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,138,9,0.06521739130434782,1.5149658808614561,2.480528168647066,1.0400336332049733,1.7242011159693151,,0.99905700701035,-0.04341770080878865,28.407644829356514,0.04341770080878864,0.99905700701035,38.1527685713894,0.05066079295154185,0.09748192470705559,18.65760040283203,0,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-0.3419283258968246,0.7243448763800644,2.4884332533941813,7.525304329767434,166.97612980921167,0,0,0,0,1,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,24,robot_1,/robot_1/predicted_map,1746434565986185533,12,12,1746434565756492041,1746434565986185533,0.229693492,1,1,0,,269,53,53,0.1970260223048327,2.166970729827881,3.7960007190704346,0.7924528301886793,0.7,0.8924838900566101,-0.22552289068698883,57.90278244018555,0.22552289068698883,0.8924838900566101,-9.619241714477539,0.8473880682343948,0.9205368369785073,0.9205368369785073,0.9205368369785073,0.0,1.570240626188575e-16,0.04905239687848383,0.09663250366032211,20.711551666259766,4098,4371,0,0,scale|low_occupancy_iou|large_occupancy_chamfer,-0.11334061939239841,0.4422874085958121,14.181279417469113,2.4774183716085982,-6.252867278548417,169.46456306260586,7.178936441719054,155.28328364513672,0,0,595,596,76cdca646c36c706fb22e1bebb4caa2eaefd5c0b4d815e501f70148e00a44123,1,25,1746434566716849233,0.7306637,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer,1,171,21,0.12280701754385964,1.177461249366391,2.5381110769221844,4.484380503892188,3.7552608711614965,,0.9991840348298338,-0.04038891606831723,-3.37539465597456,0.04038891606831706,0.9991840348298338,-4.701261007226037,0.13915030922290939,0.2523159434422233,5.603600025177002,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,0.041851917914071494,0.09945732450974343,2.314744047584121,6.803235393030302,167.14981901502173,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,25,robot_0,/robot_0/predicted_map,1746434566761127256,13,12,1746434566761127256,1746434565986185533,0.774941723,1,1,0,,421,66,66,0.15676959619952494,1.5135040283203125,3.7120347023010254,0.8484848484848485,0.7,0.9439834356307983,-0.01193594466894865,10.694233894348145,0.01193594466894865,0.9439834356307983,15.538599967956543,0.8912471935204658,0.9440588930360573,0.9440588930360573,0.9440588930360573,0.0,1.5701049786990173e-16,0.0424203821656051,0.08735571878279119,15.279999732971191,3812,4371,0,0,scale|low_occupancy_iou|large_occupancy_chamfer,-0.07234619329105625,0.3213755650733397,0.7244224700256124,2.4774183716085982,-6.252867278548417,169.46456306260586,7.051380595552179,168.74014059258025,0,0,534,534,88b3db8692f009be606db006c87da1549fa873f2fc3835a907d0172f1bc9f889,1,26,1746434567194150006,0.43302275,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer,1,238,29,0.12184873949579832,0.8125381906611074,1.9795287026468371,5.680372587480271,6.038216002058915,,0.9995432365598156,0.030221155628624968,-7.128051589895676,-0.030221155628625,0.9995432365598153,8.390175922499992,0.21726190476190477,0.3833027041218168,2.3243000507354736,0,low_occupancy_iou|large_occupancy_chamfer,0.037425177716017013,0.1066388830141146,-1.7318083531386466,6.811525923403208,171.19637141574452,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer
sense1-2,26,robot_1,/robot_1/predicted_map,1746434566983189419,13,13,1746434566761127256,1746434566983189419,0.222062163,1,1,0,,334,46,46,0.1377245508982036,1.7753939628601074,3.5993447303771973,0.8478260869565217,0.7,0.9426897168159485,-0.03241563215851784,9.58395767211914,0.03241563215851784,0.9426897168159485,10.851448059082031,0.8897146753987695,0.9432468793474853,0.9432468793474853,0.9432468793474853,0.0,1.3315864823360041e-18,0.022947475777664456,0.04723169771713461,18.432899475097656,3811,4213,0,0,scale|low_occupancy_iou|large_occupancy_chamfer,-0.07846164127536245,0.3118953931861008,1.9694151440654588,2.4774183716085982,-6.252867278548417,169.46456306260586,7.0447591567390475,167.4951479185404,0,0,534,541,81ddb013922e323a5d0559f07dbbd2a3d69c977102eb3ab6d0db4580667218e6,1,27,1746434567626415683,0.643226264,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer,1,229,15,0.06550218340611354,1.3586955426050784,1.9460073029861114,6.444468914804871,6.326602136684024,,0.998031688878456,0.06271162567193703,-21.148090132738872,-0.06271162567193701,0.998031688878456,13.525130488608738,0.21213951381549148,0.36828309305373524,1.909999966621399,0,low_occupancy_iou,0.028004490955390284,0.10789385706880729,-3.5954707888149713,6.816077360411569,173.06003385142083,0,0,0,0,1,low_occupancy_iou
sense1-2,27,robot_0,/robot_0/predicted_map,1746434567748216257,14,13,1746434567748216257,1746434566983189419,0.765026838,1,1,0,,461,42,42,0.0911062906724512,2.9999969005584717,5.15403938293457,0.5,0.5,0.010708512738347054,-0.009141447022557259,327.653076171875,0.009141447022557259,0.010708512738347054,296.7320556640625,0.00019823829873356216,0.014079712310042491,0.014079712310042493,0.014079712310042495,6.160365488219169e-17,6.281568068140233e-16,0.0,0.0,inf,0,4213,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-4.626983866011374,2.745101862419942,40.48611587340891,2.4774183716085982,-6.252867278548417,169.46456306260586,11.464553188664553,128.97844718919697,0,0,534,534,a8f8ff53ef684b02617750824299d8c22c06518e8a1feabbe3330dc4ec9a5cc3,1,28,1746434568199493284,0.451277027,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,285,16,0.056140350877192984,1.16222181226278,2.4280929112628664,4.126651802232319,3.6480904164241155,,0.993414942407258,0.11457203935508906,-18.202834373012053,-0.11457203935508893,0.9934149424072579,19.05191270802925,0.11258139046418819,0.25445051032518395,9.550000190734863,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-0.035473769571433396,0.07700956016760552,-6.578941557844286,6.810430801830228,176.04350462045014,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,28,robot_1,/robot_1/predicted_map,1746434567988934654,14,14,1746434567748216257,1746434567988934654,0.240718397,1,1,0,,354,48,48,0.13559322033898305,3.038351535797119,6.872549533843994,0.5,0.5,1.1710907220840454,-0.1495790183544159,9.129676818847656,0.1495790183544159,1.1710907220840454,-57.598270416259766,1.3938273620832016,1.1806046595212139,1.180604659521214,1.180604659521214,9.403850947661005e-17,1.5701023497656336e-16,0.0588271377745062,0.15047858151576965,13.369999885559082,6373,10888,0,0,scale|low_occupancy_iou|large_occupancy_chamfer,0.4383017310921166,-0.4688805563981979,7.278763508718492,2.4774183716085982,-6.252867278548417,169.46456306260586,6.132902989257311,162.18579955388736,0,0,703,703,92d098c278645e2f36b26303855ff53edbc0044c34d593a93d97192c46ec4bef,1,29,1746434568941636138,0.952701484,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer,1,204,10,0.049019607843137254,1.599732420473235,2.198864713498856,1.9001319586902716,0.912375686378666,,0.9982904337120561,0.05844835291944338,-24.64434342186422,-0.05844835291944338,0.9982904337120562,7.497486555952122,0.21299029945170814,0.47581658291457285,0.9549999833106995,0,too_few_inliers|low_occupancy_iou|low_spatial_spread,0.1529343212926749,0.04577677632596898,-3.3507536046192987,6.713876900135835,172.81531666722515,0,0,0,0,1,too_few_inliers|low_occupancy_iou|low_spatial_spread
sense1-2,29,robot_0,/robot_0/predicted_map,1746434568754068295,15,14,1746434568754068295,1746434567988934654,0.765133641,1,1,0,,378,58,58,0.15343915343915343,3.3556947708129883,5.795478820800781,0.41379310344827586,0.41379310344827586,0.5082767009735107,0.056099582463502884,58.67859649658203,-0.056099582463502884,0.5082767009735107,125.25511932373047,0.261492367905095,0.511363244577761,0.5113632445777611,0.511363244577761,1.0855522335613715e-16,3.140298279056112e-16,0.011146024782118931,0.03048483865736987,30.559999465942383,6167,10888,0,0,scale|low_occupancy_iou|large_occupancy_chamfer,-0.9695829046300419,1.8090480797524622,-6.298364248266268,2.4774183716085982,-6.252867278548417,169.46456306260586,8.767912923997272,175.76292731087213,0,0,534,534,ac4a7a05f828caf6210c905c885a6253128395966c5719cd1ba0b220d6b5994b,1,30,1746434569387211944,0.633143649,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer,1,238,28,0.11764705882352941,1.1130368278457738,2.118992840268498,8.087337150488803,8.335046297321366,,0.9974470899713451,0.07140940209591179,-3.5078800081725205,-0.07140940209591182,0.9974470899713448,11.88950807660106,0.29013232514177695,0.6214771622934888,0.0,1,,-0.082396528340895,0.0941028401874674,-4.094942624443914,6.843733046381167,173.55950568704978,0,0,1,0,1,temporal_confirmation
sense1-2,30,robot_1,/robot_1/predicted_map,1746434568984708009,15,15,1746434568754068295,1746434568984708009,0.230639714,1,1,0,,391,50,50,0.1278772378516624,2.4238367080688477,4.806634426116943,0.7,0.7,0.27932411432266235,0.031219936907291412,87.52506256103516,-0.031219936907291412,0.27932411432266235,173.9567413330078,0.07899664530263499,0.2810634186489501,0.2810634186489501,0.2810634186489501,0.0,4.4434486901080256e-18,0.07417639339733408,0.20830100853374708,68.76007080078125,5156,10397,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-1.3669448188958155,2.595660541709239,-6.377456032294306,2.4774183716085982,-6.252867278548417,169.46456306260586,9.647568239011267,175.84201909490017,0,0,534,534,b2bd875307bc3e036beade944acf0b2706ed857efee4956130ddfe35c8097231,1,31,1746434569841432379,0.85672437,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,213,16,0.07511737089201878,1.6375397897537916,2.58022551136687,4.3580438493111116,4.156331037727408,,0.9999999994058939,-3.447044852765701e-05,3.6366389234988077,3.447044852770993e-05,0.9999999994058939,1.6833328015318898,0.12436393242418074,0.2968421052631579,4.775000095367432,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,0.02764579239406365,0.10908701477666244,0.001975011218948812,6.8173197167383055,169.4625880513869,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,31,robot_0,/robot_0/predicted_map,1746434569876227337,16,15,1746434569876227337,1746434568984708009,0.891519328,1,1,0,,388,55,55,0.14175257731958762,3.95919132232666,5.7417402267456055,0.36363636363636365,0.36363636363636365,0.30222707986831665,0.03523348271846771,85.28338623046875,-0.03523348271846771,0.30222707986831665,168.2974090576172,0.09258260611020243,0.30427389981758607,0.3042738998175861,0.3042738998175861,9.121904847004142e-17,3.140829455935246e-16,0.055658627087198514,0.15176151761517614,65.89506530761719,5535,10397,0,0,scale|large_feature_residual|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-1.2321471186167596,2.507102006597665,-6.649497940401675,2.4774183716085982,-6.252867278548417,169.46456306260586,9.513040418445286,176.11406100300752,0,0,534,534,ab1276486942d410a0e2c3eef1c23a81bed153c964e93e2290f21981afe3eab4,1,32,1746434570306894147,0.43066681,1,1,0,0,1,scale|large_feature_residual|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,228,16,0.07017543859649122,1.2535458077684076,2.192034480085085,3.0720568785306144,3.408635274813261,,0.999868715488629,0.016203449852367643,7.1973425832431985,-0.01620344985236779,0.9998687154886293,3.8437728330411574,0.1447128212329729,0.348967152048764,2.865000009536743,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,0.030739997378892277,0.11057748178997327,-0.9284299199376161,6.817599598451161,170.3929929825435,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,32,robot_1,/robot_1/predicted_map,1746434569978037652,16,16,1746434569876227337,1746434569978037652,0.101810315,1,1,0,,411,42,42,0.10218978102189781,3.347292423248291,6.272736072540283,0.42857142857142855,0.42857142857142855,1.1086571216583252,-0.16886992752552032,37.75455093383789,0.16886992752552032,1.1086571216583252,-41.599609375,1.257637665826197,1.121444455078448,1.121444455078448,1.121444455078448,0.0,6.9229960234591684e-18,0.09426684970909328,0.24411714914508212,6.684999942779541,5907,10832,0,0,scale|low_occupancy_iou|large_occupancy_chamfer,0.2825014604584716,-0.24207329192969193,8.66068570807209,2.4774183716085982,-6.252867278548417,169.46456306260586,6.399008094730358,160.80387735453377,0,0,680,680,50a147ef2a4b774a2289fefbbc4cff32f29ff8009da6375c6b527c9f4991016a,1,33,1746434570977257280,0.999219628,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer,1,225,13,0.057777777777777775,1.2432215597435905,1.9570038123830142,4.671790276870136,4.238026174297176,,0.9094895006204021,0.4157268914338506,-78.5004209301249,-0.4157268914338507,0.9094895006204019,74.04635601617917,0.08043604463652196,0.21071307874281853,14.324999809265137,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-0.0456633586284879,0.0013677346119307311,-24.56510064137189,6.743989695817824,165.97033629602223,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,33,robot_0,/robot_0/predicted_map,1746434570748221881,17,16,1746434570748221881,1746434569978037652,0.770184229,1,1,0,,437,44,44,0.10068649885583524,4.683473587036133,6.685061454772949,0.1590909090909091,0.3,0.011327850632369518,0.007071781437844038,374.0875244140625,-0.007071781437844038,0.011327850632369518,213.85157775878906,0.00017833029265390998,0.013354036567791402,0.013354036567791404,0.013354036567791402,6.495127773428395e-17,3.144894364503714e-16,0.0,0.0,inf,0,10832,0,0,scale|large_feature_residual|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-5.098453118276636,5.140344451621328,-31.975820818983077,2.4774183716085982,-6.252867278548417,169.46456306260586,13.682072297708904,158.55961611841104,0,0,534,534,6f1c31c03999e2af312549ac89ee8d0ffd770a15f4ed9e39ded09c9ca0da7449,1,34,1746434571400749827,0.652527946,1,1,0,0,1,scale|large_feature_residual|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,247,11,0.044534412955465584,1.1716559481800306,2.4709123804669817,2.4099773137325973,2.135007830490722,,0.9976853424579806,0.06799968709121032,171.2844883014223,-0.06799968709121029,0.9976853424579805,1.3407037108821669,0.09532016439082593,0.25263527758257204,17.190000534057617,0,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-2.510935729525718,0.1185619643671616,-3.8991039064360504,8.091896393045536,173.3636669690419,0,0,0,0,1,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,34,robot_1,/robot_1/predicted_map,1746434570977651400,17,17,1746434570748221881,1746434570977651400,0.229429519,1,1,0,,422,49,49,0.11611374407582939,2.31154203414917,4.329874038696289,0.7755102040816326,0.7,0.7838451862335205,0.039981257170438766,30.754247665405273,-0.039981257170438766,0.7838451862335205,56.87055206298828,0.6160117769063912,0.7848641773621671,0.7848641773621671,0.7848641773621671,0.0,1.5703494966998335e-16,0.019899904671115347,0.05488907148726376,16.235000610351562,6085,11033,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-0.2951597629093468,0.8372661196137677,-2.91993091547611,2.4774183716085982,-6.252867278548417,169.46456306260586,7.612961389350524,172.38449397808196,0,0,534,534,65cd6459806cbad6789d980dbe459568b4f996cbb41f68f11d77dfc3c0c65e29,1,35,1746434571852148305,0.874496905,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,248,14,0.056451612903225805,1.2915095522190345,2.2203443025495333,1.6616863169643585,1.6739524684165061,,0.9975056705998634,0.07058638056393586,-0.8052467081356269,-0.07058638056393587,0.9975056705998632,10.697583727930464,0.282791185729276,0.6203551463334429,0.0,0,low_spatial_spread,0.06832039506137823,0.08109770053528932,-4.047667662863543,6.776641160402606,173.51223072546938,0,0,0,0,1,low_spatial_spread
sense1-2,35,robot_0,/robot_0/predicted_map,1746434571750717105,18,17,1746434571750717105,1746434570977651400,0.773065705,1,1,0,,303,30,30,0.09900990099009901,3.0530099868774414,4.670105934143066,0.4666666666666667,0.4666666666666667,-0.003378666704520583,0.0026262446772307158,410.6964416503906,-0.0026262446772307158,-0.003378666704520583,371.8109130859375,1.8312549804918644e-05,0.004279316511420795,0.0042793165114207955,0.0042793165114207955,1.0134348974579903e-16,2.485496859906049e-16,0.0,0.0,176.4429168701172,3287,11033,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,2.340700541398736,4.837197473368698,-142.142002308403,2.4774183716085982,-6.252867278548417,169.46456306260586,11.090907445597574,48.39343462899116,0,0,534,534,edff116df92111fda8e6f875e3e2728d98190d7c4dc2df2177098c9a3b2254c3,1,36,1746434572282532341,0.531815236,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,190,6,0.031578947368421054,1.884014149046072,2.3552014388299023,1.52946360785043,1.5224144507835353,,-0.6963484544195303,0.7177038595601474,30.565646123382493,-0.7177038595601473,-0.6963484544195301,469.81897543833657,0.012496937025238911,0.03712465878070974,97.41012573242188,0,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-0.7519991226240397,0.2930601218976512,-134.13476922937994,7.299198783699922,56.40066770801424,0,0,0,0,1,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,36,robot_1,/robot_1/predicted_map,1746434571988317478,18,18,1746434571750717105,1746434571988317478,0.237600373,1,1,0,,356,37,37,0.10393258426966293,1.5013970136642456,4.2102837562561035,0.6486486486486487,0.6486486486486487,0.574743390083313,-0.17765158414840698,111.76408386230469,0.17765158414840698,0.574743390083313,136.8033447265625,0.36189004979489786,0.6015729796083745,0.6015729796083745,0.6015729796083746,0.0,4.004966801813523e-16,0.012086251888476857,0.04158790170132325,63.10723114013672,4232,10506,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-0.7652172926417518,2.370972333521335,17.176233676491773,2.4774183716085982,-6.252867278548417,169.46456306260586,9.213321643455831,152.28832938611407,0,0,537,534,c816d413c75e8d5414f036041ceaa49bb1808afbf93522068017c5a17790d66d,1,37,1746434572721635807,0.733318329,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,217,15,0.06912442396313365,1.3216965252018862,2.588331145774895,2.5241647660726496,2.706307764538026,,0.9998780011036271,-0.015619952273109281,-89.26945554070232,0.015619952273109144,0.9998780011036273,61.85746877196573,0.08004276074029532,0.21169817989044,51.13460922241211,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1.808071243114545,1.054117436337951,0.8949937378237244,7.337578020164846,168.56956932478212,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,37,robot_0,/robot_0/predicted_map,1746434572756848892,19,18,1746434572756848892,1746434571988317478,0.768531414,1,1,0,,348,31,31,0.08908045977011494,2.3826725482940674,5.047672748565674,0.6451612903225806,0.6451612903225806,0.7993865013122559,-0.3683267831802368,121.19224548339844,0.3683267831802368,0.7993865013122559,-81.37242889404297,0.7746833976881504,0.8801610066846579,0.8801610066846579,0.8801610066846579,0.0,3.695500512014898e-17,0.05683053508877884,0.13456313456313457,17.190000534057617,6993,10506,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,0.6441643914416509,-0.6335792365037449,24.738446014265886,2.4774183716085982,-6.252867278548417,169.46456306260586,5.910771375655144,144.72611704833997,0,0,622,622,4dc0dcedeb59b66c7729a807e27fad79b568bba413d922860946535704b7cd85,1,38,1746434573335695801,0.578846909,1,1,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,229,15,0.06550218340611354,0.5432718499266966,2.0345943485952462,1.0616985808634376,1.181805317642442,,0.02622454921831308,-0.9996560773677594,425.8101555848133,0.9996560773677594,0.026224549218312746,293.94535664194797,0.04803749267721148,0.1723594324750394,74.49008178710938,0,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-2.5815643227762433,-0.38086610706426743,88.49727173212017,7.750722783069753,80.9672913304857,0,0,0,0,1,low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,38,robot_1,/robot_1/predicted_map,1746434572986779718,19,19,1746434572756848892,1746434572986779718,0.229930826,1,1,0,,345,27,27,0.0782608695652174,3.018862724304199,4.809859275817871,0.48148148148148145,0.48148148148148145,0.961309552192688,0.20857088267803192,39.46118927001953,-0.20857088267803192,0.961309552192688,59.03988265991211,0.9676178682379998,0.98367569261317,0.9836756926131701,0.98367569261317,5.643237059542505e-17,1.612916732848219e-17,0.02937784855307232,0.07651601830663615,14.324999809265137,6992,11754,1,0,low_occupancy_iou|large_occupancy_chamfer,-0.8383455374663961,0.5394227106888199,-12.241468702665271,2.4774183716085982,-6.252867278548417,169.46456306260586,7.558405493132574,178.29396823472888,0,0,623,663,26419969228d6e8aa627c67875efa126d6ee52813e1eda67c46787688a88a2fb,0,,,,,,0,0,1,low_occupancy_iou|large_occupancy_chamfer,1,211,6,0.02843601895734597,1.8264630980923422,2.221413330372306,0.4159092766322798,1.4125490539939738,,0.7496620615611691,-0.6618208167290128,243.8903191645985,0.6618208167290132,0.7496620615611691,-168.84340452351816,0.054971023462555564,0.13965122927387078,28.649999618530273,0,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1.2830156748522679,-1.935329043921821,41.438886903330356,4.479702468856759,128.0256761592755,0,0,0,0,1,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
sense1-2,39,robot_0,/robot_0/predicted_map,1746434573755135093,20,19,1746434573755135093,1746434572986779718,0.768355375,1,1,0,,348,38,38,0.10919540229885058,2.204451560974121,2.974059581756592,0.9473684210526315,0.7,-0.0007256725220941007,-0.004024995490908623,127.78062438964844,0.004024995490908623,-0.0007256725220941007,289.4952087402344,1.6727189311157158e-05,0.004089888667330342,0.004089888667330342,0.004089888667330342,0.0,2.4852669197390715e-16,0.0,0.0,inf,0,11754,0,0,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-2.535486199842661,3.7648577954722793,100.22015112121217,2.4774183716085982,-6.252867278548417,169.46456306260586,11.201965358861806,69.24441194139368,0,0,534,534,5d0e64768368ee6a02a2992d170ae3515ca0767f90c0c6c15763123cc80f283d,1,40,1746434574388524915,0.633389822,5,5,0,0,1,scale|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,1,211,9,0.04265402843601896,0.6659955474298965,1.236541348206898,2.4389135093382905,2.553705843037209,,0.07475150707884866,-0.9972021922305631,638.70210501986,0.9972021922305631,0.07475150707884862,302.0366038925174,0.015135699373695199,0.06095638465580662,87.4527816772461,0,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread,-3.216992031207348,-3.7194455910482227,85.71305537026647,6.232538430077652,83.75150769233937,0,0,0,0,1,too_few_inliers|low_occupancy_iou|large_occupancy_chamfer|low_spatial_spread
