bag,output_index,record_time_ns,width,height,occupied_cells,raster_sha256,exact_replay_match,matched_attempt_index,hash_multiplicity_in_recorded,startup_or_unrecovered
sense2-1,2,1746435514258472239,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,0,,9,1
sense2-1,3,1746435514672930565,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,1,1,9,0
sense2-1,4,1746435515259778265,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,1,2,9,0
sense2-1,5,1746435515676638744,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,1,3,9,0
sense2-1,6,1746435516262564349,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,1,4,9,0
sense2-1,7,1746435516671874715,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,1,5,9,0
sense2-1,8,1746435517285575777,534,534,282270,dd13e33de0eb9c6bffff27b08e554e1a08e5241af504bf4d8912063043efa756,0,,9,1
sense2-1,9,1746435517694663605,534,534,282346,f793fa091642d6767759c3567bb4063e2ceb2245af1c5e688d07fb63e396862d,1,6,2,0
sense2-1,10,1746435518280652675,534,534,282346,f793fa091642d6767759c3567bb4063e2ceb2245af1c5e688d07fb63e396862d,1,7,2,0
sense2-1,11,1746435518712385081,534,534,280166,59a7f557c750307fcdbf1c825d883a62a944309a880887cc3b65b47845006ff0,1,8,1,0
sense2-1,12,1746435519644122197,697,697,476308,54714d4f35fc5934f43f2410dc660e8d60fca40fa23c031f23de50d02f09ddae,1,9,1,0
sense2-1,13,1746435520143786887,596,575,334887,71133bf33c4f52b7eb895bedb2376d75b2eed124a7bceb839af54171ffb99867,1,10,1,0
sense2-1,14,1746435520565445041,534,534,279589,aa951dac91c90a1561b5ad1bd095f60173e2671381a102b602a9ead0de5680c4,1,11,1,0
sense2-1,15,1746435521150733046,632,632,391244,aa3af9f925cc38b094bd5b7dfa8db4bc895889afaba7114232d7225747a2ddb0,1,12,1,0
sense2-1,16,1746435521559249127,534,534,279855,c2b61b5bbad15b9297e18c5d81d77609c84d17496a8b66d59a4c524c2c5f7034,1,13,1,0
sense2-1,17,1746435523013506810,1008,1008,1003162,6d52159820c0e5ad0d5c0cc36b8a88e74c6b8eafc7065b7c9e3231cccbe23dce,1,14,1,0
sense2-1,18,1746435523425723947,534,534,279666,d21ddd08543e9893c5e3137ad1220eccf4ec81b6644d726a3a0fa71275a791a2,1,15,1,0
sense2-1,19,1746435523859220587,534,534,280198,ae5598836a8b62c1aef27398d8d4059dc3251756eeab7416488051131293351b,1,16,1,0
sense2-1,20,1746435524427955961,627,626,383832,036083b907d9c8a06b89063b1720688b71da855933675e8fa81a3fc240c63501,1,17,1,0
sense2-1,21,1746435525669097597,920,920,832260,3b7c31637341614d9638573d1df6cf3ce82ff2d7c5b0bb4a985a2c7cdf353af2,1,18,1,0
sense2-1,22,1746435526093987512,534,534,278990,9036c113843bb14bf2c6dad3b2ba751b5a40e524b7304423fabecc46a97d1a50,1,19,1,0
sense2-1,23,1746435526505617733,534,534,279442,324c101e071809601a2fc596ce9e73cf6f3fb98cffab5051bf59c23a7ac4e8c3,1,20,2,0
sense2-1,24,1746435526927767573,534,534,279442,324c101e071809601a2fc596ce9e73cf6f3fb98cffab5051bf59c23a7ac4e8c3,1,21,2,0
sense2-1,25,1746435527338412276,534,534,279232,5584ddee565a9afe9e637c0391bea55a50788f06fa866d17b24ce387404dc842,1,22,1,0
sense2-1,26,1746435527766117914,534,534,277925,4315b6077ac6c9cf21b00af1994ef9e5aa3ca3e7b36ab7d23b760d6a3965f189,1,23,1,0
sense2-1,27,1746435528336892087,629,629,384558,0986f6932fdb7b4f0a3f3b1a2537de09b414c2afc8b79d342d3656d895bd751d,1,24,1,0
sense2-1,28,1746435528758310986,536,534,278402,ff5bf3432bfda40a0114f53ef27d62aec6db7e39652f550a9f287c47c3bbd57d,1,25,1,0
sense2-1,29,1746435529226796580,534,534,279742,efe6bd1e3b9976cec381cbc7e8ce4002b36f8d69ace3bea637a1326464137e58,1,26,2,0
sense2-1,30,1746435529644345763,534,534,279742,efe6bd1e3b9976cec381cbc7e8ce4002b36f8d69ace3bea637a1326464137e58,1,27,2,0
sense2-1,31,1746435530075130636,534,534,277879,e991449d948b683535b5f3e2f950b44fe905eaaa55451d852839b677ba59ba8e,1,28,2,0
sense2-1,32,1746435530498581159,534,534,277879,e991449d948b683535b5f3e2f950b44fe905eaaa55451d852839b677ba59ba8e,0,,2,1
sense2-1,33,1746435530921462868,534,534,278352,ff77152d1ccdff18e3e8ecb251efb02bf7677ba4ea901e6589bc0e1213a11a31,1,30,1,0
sense2-1,34,1746435531343801204,534,534,278539,636e0b2840dd878e7b5715c9e8596885b01e5cfc5092d5af05e8779a3e22ec22,1,31,1,0
sense2-1,35,1746435531780841411,534,534,278430,5a30fa3854ae76eed49073b2dcc1ed28d8369219ff56eb7abf0b41bdcf7926f6,1,32,2,0
sense2-1,36,1746435532204949055,534,534,278430,5a30fa3854ae76eed49073b2dcc1ed28d8369219ff56eb7abf0b41bdcf7926f6,0,,2,1
sense2-1,37,1746435532614939554,534,534,278585,a0f2d6162ae6623fb04eb03434bd1f2f6e3777f634390164bd53100efd51db66,1,34,2,0
sense2-1,38,1746435533048559536,534,534,278585,a0f2d6162ae6623fb04eb03434bd1f2f6e3777f634390164bd53100efd51db66,1,35,2,0
sense2-1,39,1746435533475061747,534,534,277730,c34ff2b243dbb03420e7377746e3c4ed7f9df4f40fc3311d019d2d5d79fda6c5,1,36,1,0
sense2-1,40,1746435533908494537,534,534,278134,af9806c33667043b8c51e553a8d08aeab81e033848e8440b48db19989da615c3,0,,1,1
sense2-1,41,1746435534333019568,534,534,277491,20182ea7259e70776a2035aec64a55f1c336192376840ec2f9dce4f20579fd47,1,37,2,0
sense2-1,42,1746435534752158994,534,534,277491,20182ea7259e70776a2035aec64a55f1c336192376840ec2f9dce4f20579fd47,1,38,2,0
sense2-1,43,1746435535185686076,534,534,277214,2b3d041ccaf845776bfc6c7a9bb4b6b45e5cb99c60ffc23118f690b33e78498f,1,40,1,0
sense2-1,44,1746435535619828631,534,534,277217,43ba81a9a7854270b597c8c3598ad59cdbfb23b84cfd5009f0e5c78de0d8f368,0,,1,1
sense2-1,45,1746435536061860252,534,534,277839,63f75041abcc4ba6ae70410655402755d255a48dcf673bb23587f44de7462be6,1,42,2,0
sense2-1,46,1746435536493198756,534,534,277839,63f75041abcc4ba6ae70410655402755d255a48dcf673bb23587f44de7462be6,1,43,2,0
sense2-1,47,1746435536918917556,534,534,277536,f9f26fe40411e5c57c5a4b36486a6355e823ff1d7053f79d4075e1b997abc903,1,44,2,0
sense2-1,48,1746435537333722895,534,534,277536,f9f26fe40411e5c57c5a4b36486a6355e823ff1d7053f79d4075e1b997abc903,1,45,2,0
sense2-1,49,1746435537755796136,534,534,276152,8ad1188e3308b4972df0b6d46c8b93361c3f06133dc3aa57e0200762ade87685,1,46,1,0
sense2-1,50,1746435538314583977,534,534,276131,ae6605c5a59863e72f41b8918cf4250a0303d5c9d993a015efd30646388e0775,1,47,1,0
sense2-1,51,1746435538729210126,534,534,276132,b0d2e8a1fbdab975e9b9383b0bd3cace2d1576ac382b9dd9522965df6952bb2d,1,48,2,0
sense2-1,52,1746435539290523555,534,534,276132,b0d2e8a1fbdab975e9b9383b0bd3cace2d1576ac382b9dd9522965df6952bb2d,1,49,2,0
sense2-1,53,1746435539794473745,632,534,325819,b2afaf924ba648ea34f2b544f7b7b64ae4717b5d1a6c7b1bc07dc2ea37008f21,1,50,1,0
sense2-1,54,1746435540291958277,534,534,276567,96e03cdb50ec5f2d13d9176fd15148b6c4cec2292d3855d99ac886b51bf710ac,1,51,1,0
sense2-1,55,1746435540723454070,534,534,277155,4eafdda2a3c3bb4313697df97609f9f9e9aecb60eb545551d1fc855bd1d09e06,1,52,1,0
sense2-1,56,1746435541324139383,534,534,276592,db8663b024651c1fe125c17f7b0abfaaddf38e3b71434ca886c416928c1febf8,1,53,2,0
sense2-1,57,1746435541746587479,534,534,276592,db8663b024651c1fe125c17f7b0abfaaddf38e3b71434ca886c416928c1febf8,1,54,2,0
sense2-1,58,1746435542322106551,534,534,276590,ad555ed8b0983f582c2b452b5b520a1c493fe47b1f9dff0441ae44b11da3733f,1,55,1,0
sense2-1,59,1746435542939988306,659,649,412147,ec431b05450aaa8e883f2058931dae3b69770208f8469985922d0105cc815f03,1,56,2,0
sense2-1,60,1746435543560975464,659,649,412147,ec431b05450aaa8e883f2058931dae3b69770208f8469985922d0105cc815f03,1,57,2,0
sense2-1,61,1746435543996754048,534,534,275583,0fa9b6bbba3161524fd2c368acc7b15a990ea267ccbc397d002cf3ecbc36715f,1,58,1,0
sense2-1,62,1746435544455282225,581,534,297754,012b3ff547ecab72a28fecef5b7552c4e7f7d60976f768d773ec595e356f47d8,0,,1,1
sense2-1,63,1746435544895614941,555,534,281458,e1abfa5e4851d247f1ee09239004aa60ef406c431381fe94093066a28e1a40bb,1,60,1,0
sense2-1,64,1746435545315640932,534,534,275245,90f4bf93367edabace6eb3dd36cbbf5f543ac0f22cb8d62d29637d1ac252a16e,0,,1,1
sense2-1,65,1746435545811859691,586,534,298204,40e908b0582bc30c50dac923f33c107b419f5ab97eaa2c280e674aafc4aec731,1,62,1,0
sense2-1,66,1746435546492907436,684,599,392425,96b8ceed1ca71881bc2088d553c873617fdbe6265f4dc2158f20fd4d361b4b5a,1,63,1,0
sense2-1,67,1746435546929359089,549,534,278436,7b56ee5e7d834f17e80130b4058b28995b2896c7120f19f523894902c29a41e1,1,64,1,0
sense2-1,68,1746435547427510829,534,534,274379,4f3d77cb8dbf0a8c1ef6ffccd18528638ac196936c21d67e8bc37fd5be44daea,1,65,2,0
sense2-1,69,1746435547857697383,534,534,274379,4f3d77cb8dbf0a8c1ef6ffccd18528638ac196936c21d67e8bc37fd5be44daea,1,66,2,0
sense2-1,70,1746435548292145165,552,534,280259,f5fdda66ce4c15895295ef3dddf174330458c56b59124d423b61c3637581a130,1,67,1,0
sense2-1,71,1746435548717433998,543,534,275608,acc7eedc41f9bb4d3a84e0716b9be09a849971c94acfaf78fd55acba5e36cf22,1,68,1,0
sense2-1,72,1746435549275938847,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,69,8,0
sense2-1,73,1746435549709658280,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,70,8,0
sense2-1,74,1746435550283061574,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,71,8,0
sense2-1,75,1746435550735890806,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,72,8,0
sense2-1,76,1746435551282136152,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,73,8,0
sense2-1,77,1746435551718137372,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,74,8,0
sense2-1,78,1746435552299717021,539,538,274801,572ad9f588326a2e19a7361a759ecb9172f488ec2d47ff7112de79301d618221,1,75,2,0
sense2-1,79,1746435552737315627,539,538,274801,572ad9f588326a2e19a7361a759ecb9172f488ec2d47ff7112de79301d618221,1,76,2,0
sense2-1,80,1746435553310666994,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,77,8,0
sense2-1,81,1746435553732637351,540,534,275983,164aeefc8ab09d6282fc8f42dde4e5d16591fe41db7c5cb9993199096ec87141,1,78,8,0
sense2-1,82,1746435554313833269,542,540,277458,d0facf087a64f7fc63d0a54490c36c4acaa5208193b589a0b9fb79d83c4e982f,1,79,5,0
sense2-1,83,1746435554758223916,542,540,277458,d0facf087a64f7fc63d0a54490c36c4acaa5208193b589a0b9fb79d83c4e982f,1,80,5,0
sense2-1,84,1746435555306504201,542,540,277458,d0facf087a64f7fc63d0a54490c36c4acaa5208193b589a0b9fb79d83c4e982f,1,81,5,0
sense2-1,85,1746435555756434383,542,540,277458,d0facf087a64f7fc63d0a54490c36c4acaa5208193b589a0b9fb79d83c4e982f,1,82,5,0
sense2-1,86,1746435556326252189,542,540,277458,d0facf087a64f7fc63d0a54490c36c4acaa5208193b589a0b9fb79d83c4e982f,1,83,5,0
sense2-1,87,1746435556968681898,621,695,414193,13025b47e7bf70abccaba51f804ebbdbfb9c19e83913b2a7a32253b4d7c4382f,1,84,2,0
sense2-1,88,1746435557587199638,621,695,414193,13025b47e7bf70abccaba51f804ebbdbfb9c19e83913b2a7a32253b4d7c4382f,1,85,2,0
sense2-1,89,1746435558008799917,534,534,273159,4f029847b91a8d969f56d5faa46358a3681df1433fe57105e932bf0e64735bc5,1,86,2,0
sense2-1,90,1746435558425910634,534,534,273159,4f029847b91a8d969f56d5faa46358a3681df1433fe57105e932bf0e64735bc5,1,87,2,0
sense2-1,91,1746435558909295511,558,563,298719,d9f0eab1e52ee462b4d0bafa116db93a5e646323b90d56330a9c73e683f7adc1,1,88,1,0
sense2-1,92,1746435559702636298,741,741,526109,9ef65e7cded423ff84fddaeb4d8a0f2ac7c56eb2a14d06f1656f6c9224276aae,1,89,1,0
sense2-1,93,1746435560143116175,571,534,291636,0a603d9b37c785a7b1f080a6713676ce3c8d1ee999e8d0e602881eff8498e196,1,90,2,0
sense2-1,94,1746435560593174370,571,534,291636,0a603d9b37c785a7b1f080a6713676ce3c8d1ee999e8d0e602881eff8498e196,0,,2,1
sense2-1,95,1746435561631047669,840,840,684659,ad07aa671cc666b4afb7821fe0efa300d577e676a5e8ffddc512b46da23e72e8,1,92,2,0
sense2-1,96,1746435562669301884,840,840,684659,ad07aa671cc666b4afb7821fe0efa300d577e676a5e8ffddc512b46da23e72e8,1,93,2,0
sense2-1,97,1746435563183689421,534,662,338546,da9b3f68e1aa9fd62364af089892d1583d43ca9e386194d1dae6469332050e97,1,94,3,0
sense2-1,98,1746435563705115906,534,662,338546,da9b3f68e1aa9fd62364af089892d1583d43ca9e386194d1dae6469332050e97,1,95,3,0
sense2-1,99,1746435564251143057,534,662,338546,da9b3f68e1aa9fd62364af089892d1583d43ca9e386194d1dae6469332050e97,1,96,3,0
sense2-1,100,1746435564767274360,534,649,332209,68ed4905607478063072c01363744cec71663c5a337081e03817b3155f51f881,1,97,1,0
sense2-1,101,1746435565432433298,696,653,436581,b518583a4902ca459253fcba186199d65f1427b3a21f38eefc62722a78557853,1,98,1,0
sense2-1,102,1746435566228501935,709,761,517617,ec6ba7aab62ed5b03ee53136a3ec770bba9ce80e8fd62f5a94235e1b27aeb288,1,99,2,0
sense2-1,103,1746435567025318276,709,761,517617,ec6ba7aab62ed5b03ee53136a3ec770bba9ce80e8fd62f5a94235e1b27aeb288,1,100,2,0
sense2-1,104,1746435567482728344,534,580,297719,212f504d651209d61210e4400eee7448e03668ee8b5dcf2194cae6b8bb94d56f,1,101,6,0
sense2-1,105,1746435567936326810,534,580,297719,212f504d651209d61210e4400eee7448e03668ee8b5dcf2194cae6b8bb94d56f,1,102,6,0
sense2-1,106,1746435568411242121,553,578,304019,25e1a29f95aac179d6acccae3bff84754adec987787a87d88296ac406095ee9a,1,103,2,0
sense2-1,107,1746435568905352470,553,578,304019,25e1a29f95aac179d6acccae3bff84754adec987787a87d88296ac406095ee9a,1,104,2,0
sense2-1,108,1746435569372617826,534,580,297719,212f504d651209d61210e4400eee7448e03668ee8b5dcf2194cae6b8bb94d56f,1,105,6,0
sense2-1,109,1746435569844518799,534,580,297719,212f504d651209d61210e4400eee7448e03668ee8b5dcf2194cae6b8bb94d56f,1,106,6,0
sense2-1,110,1746435570315519038,534,580,297719,212f504d651209d61210e4400eee7448e03668ee8b5dcf2194cae6b8bb94d56f,1,107,6,0
sense2-1,111,1746435570781463713,534,580,297719,212f504d651209d61210e4400eee7448e03668ee8b5dcf2194cae6b8bb94d56f,1,108,6,0
sense2-1,112,1746435571426783433,610,717,417150,79413c13d2cde4d4836d8157dccef4164aa9b5a5b7e0bc0b0eb67b6eae0aaaf2,1,109,4,0
sense2-1,113,1746435572065064644,610,717,417150,79413c13d2cde4d4836d8157dccef4164aa9b5a5b7e0bc0b0eb67b6eae0aaaf2,1,110,4,0
sense2-1,114,1746435572700392695,610,717,417150,79413c13d2cde4d4836d8157dccef4164aa9b5a5b7e0bc0b0eb67b6eae0aaaf2,1,111,4,0
sense2-1,115,1746435573337191841,610,717,417150,79413c13d2cde4d4836d8157dccef4164aa9b5a5b7e0bc0b0eb67b6eae0aaaf2,1,112,4,0
sense2-1,116,1746435573778811111,534,534,274395,1dfdc84f19d37b5c6cadadd2b80f0f44818430568dc081960d31130eac17dcb6,1,113,2,0
sense2-1,117,1746435574214513482,534,534,274395,1dfdc84f19d37b5c6cadadd2b80f0f44818430568dc081960d31130eac17dcb6,1,114,2,0
sense2-1,118,1746435574689618330,534,606,309046,9774f25d027f7618885875b940b841dfc1ebde29036553dcece469cc498fccaa,1,116,4,0
sense2-1,119,1746435575188406115,534,606,309046,9774f25d027f7618885875b940b841dfc1ebde29036553dcece469cc498fccaa,1,117,4,0
sense2-1,120,1746435575683626514,534,606,309046,9774f25d027f7618885875b940b841dfc1ebde29036553dcece469cc498fccaa,1,118,4,0
sense2-1,121,1746435576198490778,534,606,309046,9774f25d027f7618885875b940b841dfc1ebde29036553dcece469cc498fccaa,1,119,4,0
sense2-1,122,1746435576980384002,733,742,521337,5afcff760820a093414cc451f8e7d801409f0aff5f5f358762728447f3af194f,1,120,2,0
sense2-1,123,1746435577777981082,733,742,521337,5afcff760820a093414cc451f8e7d801409f0aff5f5f358762728447f3af194f,0,,2,1
sense2-1,124,1746435578502246871,675,748,480898,27b531737718fa9248b8d776795becc08543c8b8219c4bf9ee4ca28c36e38661,1,122,2,0
sense2-1,125,1746435579248659615,675,748,480898,27b531737718fa9248b8d776795becc08543c8b8219c4bf9ee4ca28c36e38661,1,123,2,0
sense2-1,126,1746435579832060678,609,653,377410,c592316d91f427b61933be9aa8699db5b13919ed2615917ac837f95df2f4fc4b,1,124,3,0
sense2-1,127,1746435580423242645,609,653,377410,c592316d91f427b61933be9aa8699db5b13919ed2615917ac837f95df2f4fc4b,1,125,3,0
sense2-1,128,1746435581002821946,609,653,377410,c592316d91f427b61933be9aa8699db5b13919ed2615917ac837f95df2f4fc4b,0,,3,1
sense2-1,129,1746435581563264257,574,667,363494,f79bda95d7a63858ddc82e8ee3c2bd1ce0cad5a35dd2d7cd2eed6f9581eb9942,1,126,1,0
sense2-1,130,1746435582211044938,680,608,397323,52fae0ab57dfab3b129c0199d14c5ecf4d5efdceabf752c24deba66227d9cbbf,1,127,1,0
sense2-1,131,1746435582807085460,567,717,387530,513ea1df4f6d7c78927c3a5f0326119dba6d42a2bceb3bd857353a700c464c60,1,128,1,0
sense2-1,132,1746435583292593698,534,559,283292,425123eb20091ee0b1aa37549635f7243156542fef54ce19fc294c35c0d80a20,1,129,1,0
sense2-1,133,1746435583714268198,534,534,273640,f93a6a6abcf5fd9bc652d2ee609f600db33a4daa706fb81090af1b527a7f8783,1,130,1,0
sense2-1,134,1746435584221253919,534,620,314461,186b66f694115e06512bdc6cd3e8d0c49a91dc72c3811c1723e4ea4deab78ff9,1,131,1,0
sense2-1,135,1746435584749844704,544,653,338292,c326eb359e750c53d2a1243c5d6e0bd94b922e8cd272db05b57b3906ff808153,1,132,1,0
sense2-1,136,1746435585179826524,534,534,272286,bb52e307646cc1798dc22914d88bbfbcc22e0a7c7b7475d6e5e0092a061c8bdf,0,,1,1
sense2-1,137,1746435585632004862,534,570,290555,873aa93b62d5e27686b721cf8fd6d502479f3a0ffabf63cab31d3e1644a9f1b8,1,134,1,0
sense2-1,138,1746435586574980119,769,768,562145,32546d5b91f83f0401b0cd2ab186e6b651e3432eeee6c735426da8e52610e48e,0,,1,1
sense2-1,139,1746435586999488523,534,534,272962,de4d217fe806069f3625136fb48320324b361890c876998a5f39bf080e289860,1,138,1,0
sense2-1,140,1746435587424137709,534,534,272963,dc2717c08ee0a40b0602957c2bf63c7211c8506eb6ee197cdf2b024a51fef6ec,1,139,1,0
sense2-1,141,1746435588106550732,623,734,434462,2a135c5ebcb23e77dc613947ee49bec4bcdfeb1b3885c01d8d31d1a6e17bf55a,1,140,2,0
sense2-1,142,1746435588792716038,623,734,434462,2a135c5ebcb23e77dc613947ee49bec4bcdfeb1b3885c01d8d31d1a6e17bf55a,0,,2,1
sense2-1,143,1746435589317187397,534,534,272158,24d73440cafb9fe18e2bce59544b4c4767245d6e31839e156200c37979cf6530,1,144,2,0
sense2-1,144,1746435589742622606,534,534,272158,24d73440cafb9fe18e2bce59544b4c4767245d6e31839e156200c37979cf6530,1,145,2,0
sense2-1,145,1746435590218080425,534,534,272203,e67dc807c2ef17852328485e13719ba2f6b4b126aded4d9b8331b94251769e4c,1,147,1,0
sense2-1,146,1746435590796661303,565,705,376865,0d14b117384a39c267315f69eefd533bd8d3ab5c74c5575de9fc73e2eb3673fc,1,148,1,0
sense2-1,147,1746435591241029373,534,534,271195,682a6bcfce3b07bce66d5535b993be6722e9d414cf44b0e9607929b3222327cb,1,149,1,0
sense2-1,148,1746435591677388221,534,534,271320,10f77226470d854ef111975e970adee3b570684e342f20586ed9e14355f13cfc,1,150,5,0
sense2-1,149,1746435592136565569,534,534,271320,10f77226470d854ef111975e970adee3b570684e342f20586ed9e14355f13cfc,1,151,5,0
sense2-1,150,1746435592567316329,534,534,271320,10f77226470d854ef111975e970adee3b570684e342f20586ed9e14355f13cfc,1,152,5,0
sense2-1,151,1746435592992123753,534,534,271320,10f77226470d854ef111975e970adee3b570684e342f20586ed9e14355f13cfc,1,153,5,0
sense2-1,152,1746435593449612015,534,534,271320,10f77226470d854ef111975e970adee3b570684e342f20586ed9e14355f13cfc,1,154,5,0
sense2-1,153,1746435593875223258,534,534,271124,4016a00d65de0ca8466c3c5c5575c27b669a162e7810f9ebce972a8882bf31eb,1,155,1,0
sense2-1,154,1746435594608653224,704,704,466583,2b53b33cfa326c767ec2604e32218406ba59c1a37d43015cf9761030a69db339,1,157,1,0
sense2-1,155,1746435595065336532,534,534,268831,7debd497d70e18a1c9992f5d75fc5fd5f50627b654b4976867ec7091f0df5134,1,158,2,0
sense2-1,156,1746435595492794263,534,534,268831,7debd497d70e18a1c9992f5d75fc5fd5f50627b654b4976867ec7091f0df5134,0,,2,1
sense2-1,157,1746435595934598527,534,534,271325,5e91718d43c68b26e0f1ae5d01c3fb0693fcd0a9e860e430e10e47cba9fdcac1,1,159,2,0
sense2-1,158,1746435596356149934,534,534,271325,5e91718d43c68b26e0f1ae5d01c3fb0693fcd0a9e860e430e10e47cba9fdcac1,1,160,2,0
sense2-1,159,1746435596848114230,534,633,317328,07c645dcb21e742292414028c19fadc938c88f16a0d239135c16dd7371084ba3,1,161,1,0
sense2-1,160,1746435597356326095,534,550,279074,fbae4a1ce3ed333f51cb4246b62de7bec81058586858e1e7ec28315e28ed1744,1,164,1,0
sense2-1,161,1746435597787506593,534,534,271477,d18ef10df84f0bef72927e5ec317815248f456f5092f8d9bbd040d94294b5766,1,165,2,0
sense2-1,162,1746435598228904724,534,534,271477,d18ef10df84f0bef72927e5ec317815248f456f5092f8d9bbd040d94294b5766,1,166,2,0
sense2-1,163,1746435598672894936,534,534,271460,f5cc4752fad9962e927d9ed1b1ee736305a282bf8f97f51f141e37aab3a031cd,0,,1,1
sense2-1,164,1746435599119767985,534,534,271129,6ed8b19586a9d4c223645505a126e79bb9878d18cc6fbb40dfc8a4939715c3f4,1,168,4,0
sense2-1,165,1746435599574092421,534,534,271129,6ed8b19586a9d4c223645505a126e79bb9878d18cc6fbb40dfc8a4939715c3f4,1,169,4,0
sense2-1,166,1746435600018642725,534,534,271396,d67cee3b30578733da18f22973cbd431b3e071514611cb87e3a3bb57a607427e,1,170,5,0
sense2-1,167,1746435600456259941,534,534,271396,d67cee3b30578733da18f22973cbd431b3e071514611cb87e3a3bb57a607427e,1,171,5,0
sense2-1,168,1746435600892462758,534,534,271396,d67cee3b30578733da18f22973cbd431b3e071514611cb87e3a3bb57a607427e,1,172,5,0
sense2-1,169,1746435601320096584,534,534,271396,d67cee3b30578733da18f22973cbd431b3e071514611cb87e3a3bb57a607427e,1,173,5,0
sense2-1,170,1746435602332791565,534,534,271088,3046702004c1b043b2d9e0241d7ed474540e04e95fdf1c6ca0046517ca9b7ee4,1,175,2,0
sense2-1,171,1746435602773642900,534,534,271088,3046702004c1b043b2d9e0241d7ed474540e04e95fdf1c6ca0046517ca9b7ee4,1,176,2,0
sense2-1,172,1746435603307432560,534,534,271129,6ed8b19586a9d4c223645505a126e79bb9878d18cc6fbb40dfc8a4939715c3f4,1,177,4,0
sense2-1,173,1746435603729747275,534,534,271129,6ed8b19586a9d4c223645505a126e79bb9878d18cc6fbb40dfc8a4939715c3f4,1,178,4,0
sense2-1,174,1746435604341348911,534,534,271396,d67cee3b30578733da18f22973cbd431b3e071514611cb87e3a3bb57a607427e,1,179,5,0
sense2-1,175,1746435605069583291,681,719,461342,76ca5c94d336ffc5bc7af4fe14dbc306be61adc11efcff8e4c99324c3f1f0ad0,1,180,1,0
sense2-1,176,1746435605489669534,534,534,271395,4b0bb8fdd60f3627c4ff7af4bccf0778fe93bfd1c486b11ccd30c7d7abbc1c56,0,,1,1
sense2-1,177,1746435606145112836,577,769,418773,c1fb95257e28da67ed728b788eaeb7302ce79c6cc253cad385a6f34aba5cce37,1,183,1,0
sense2-1,178,1746435607303867894,534,534,271126,d42619ed5f9b818542810c9684e4cf335014909c768b6a1d89da65aedd31fb97,1,185,2,0
sense2-1,179,1746435607739239170,534,534,271126,d42619ed5f9b818542810c9684e4cf335014909c768b6a1d89da65aedd31fb97,1,186,2,0
sense2-1,180,1746435608291697025,534,534,270811,d62aa63a6a95a17349f88225fec35d52dcd3408e499f2d559bbe5be0c5d8eb8b,1,187,1,0
sense2-1,181,1746435608721939430,534,534,271926,b7bea0bae0d1acd1583d5941b1972f4c90cd286ee4524c2d519b0aa2ccaf7534,1,188,1,0
sense2-1,182,1746435609350921735,534,534,271172,ca14d8e2b9cd7a8b8db5a0467c1f08469c2ccac48d887df0d4c98e8afc74ba2b,1,190,1,0
sense2-1,183,1746435611441341550,534,692,347026,5b50796eda1a86e82bad1f9c2a8d2fad8c39930b8c5f45e7f455a5761c832a1a,1,193,1,0
sense2-1,184,1746435612003709762,534,696,349588,2476f148351693b0b35fd54f7dfa55a42d615c7805c8133fe956e98d374ac702,1,194,1,0
sense2-1,185,1746435612548459315,534,700,351249,3c0d640c96edb5b636bb541120f983194f0709a2649d2bf4e9e03bf5e908a685,1,195,1,0
sense2-1,186,1746435613039989196,565,566,294309,de1412b30765fe05eac930c9f955f1c72786dc3aed3854b7e50cf90f56df0ced,1,196,1,0
sense2-1,187,1746435615447028721,534,701,353318,f9b423538172263581ad0b78b4c9c7b2e24c011d92c18610e210cfeb3414be04,1,201,1,0
sense2-1,188,1746435616023280740,534,702,353467,69da4dc0169ab5daef002cbdb002970e176249321101a6342fd53801b88a3d9f,1,203,1,0
sense2-2,0,1746436083627891884,534,534,280906,996aece0fd920d060171f785e59819e9550df540f17b876b8c6be7ae556570d8,0,,4,1
sense2-2,1,1746436084170790574,534,534,279009,e7059017c891fc6c61c7fa00874eeb7d79be15b27874d6200702e058b7b52d0a,0,,6,1
