event_id,base_frame_cluster,seed,target_step,source_step,arm,observed_gate_accepted,observed_gate_score,observed_gate_threshold,observed_translation_error_m,observed_yaw_error_deg,observed_transform_within_thresholds,measured_persistent_hash,measured_path_grid_hash,frontier_candidate_hash,frontier_candidate_count,ranking_radius_m,ranking_radius_cells,source_prediction_included,selected_y,selected_x,selected_distance_cells,route_length_m,route_available,selected_prediction_free_support,selected_oracle_hidden_free_yield,selected_oracle_hidden_occupied,route_oracle_safe,route_oracle_collision_cells,route_oracle_unknown_cells,prediction_persisted,persistent_state_changed_by_ranking
SYN_a3_predicted_raw_P_s53_00040_08,a3_ours_multi_ours_orb|predicted_raw|sync_step_00040,53,40,40,predicted_free_ranking,false,0.0,0.2,,,,f586da8d20f8a4f42eacde27ebef0b9279038477a8ae1cecffebfcd15f71a19e,f586da8d20f8a4f42eacde27ebef0b9279038477a8ae1cecffebfcd15f71a19e,3944c6e43b71ad7d7c418857a6313078e6aed038f3d1afd00972249366a9fe35,1632,1.0,20,false,388,524,222,11.100000000000001,true,321,509,187,false,10,0,false,false
SYN_a3_predicted_raw_P_s53_00090_09,a3_ours_multi_ours_orb|predicted_raw|sync_step_00090,53,90,90,measured_farthest,true,0.819324047920522,0.2,0.0239613415424751,0.03575108591471121,true,3ec96336c5bb150db8677e757300d6a6e7990794085490d411cb53533dc151a0,3ec96336c5bb150db8677e757300d6a6e7990794085490d411cb53533dc151a0,429488731d539e8543c873e582f964db5a04333959c5373f39b270553c923066,1347,1.0,20,true,281,891,452,22.6,true,77,1,0,true,0,0,false,false
SYN_a3_predicted_raw_P_s53_00090_09,a3_ours_multi_ours_orb|predicted_raw|sync_step_00090,53,90,90,predicted_free_ranking,true,0.819324047920522,0.2,0.0239613415424751,0.03575108591471121,true,3ec96336c5bb150db8677e757300d6a6e7990794085490d411cb53533dc151a0,3ec96336c5bb150db8677e757300d6a6e7990794085490d411cb53533dc151a0,429488731d539e8543c873e582f964db5a04333959c5373f39b270553c923066,1347,1.0,20,true,392,452,238,11.9,true,79,0,0,false,17,1,false,false
SYN_a3_predicted_raw_P_s53_00210_10,a3_ours_multi_ours_orb|predicted_raw|sync_step_00210,53,210,210,measured_farthest,true,0.7986902423051735,0.2,0.04896437260609391,0.026247589581089414,true,641e3d08c0f6b42171341ad227deab7629aa921cbb93a53a0d37f2eecde4408f,641e3d08c0f6b42171341ad227deab7629aa921cbb93a53a0d37f2eecde4408f,7f99515095c4d9df67e2465fef3a62af071be18c355f954d7ebf12c4146ffe55,951,1.0,20,true,117,146,457,22.85,true,110,19,2,false,50,0,false,false
SYN_a3_predicted_raw_P_s53_00210_10,a3_ours_multi_ours_orb|predicted_raw|sync_step_00210,53,210,210,predicted_free_ranking,true,0.7986902423051735,0.2,0.04896437260609391,0.026247589581089414,true,641e3d08c0f6b42171341ad227deab7629aa921cbb93a53a0d37f2eecde4408f,641e3d08c0f6b42171341ad227deab7629aa921cbb93a53a0d37f2eecde4408f,7f99515095c4d9df67e2465fef3a62af071be18c355f954d7ebf12c4146ffe55,951,1.0,20,true,184,142,394,19.700000000000003,true,318,21,17,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00290_01,a3_ours_multi_ours_orb|predicted_raw|sync_step_00290,71,290,290,measured_farthest,true,0.9162180502148836,0.2,0.018155741739541292,0.011839986155422366,true,f8963b568da7004eba0c79b9826072633a689a88dfda27295de2af3ac2b8e181,f8963b568da7004eba0c79b9826072633a689a88dfda27295de2af3ac2b8e181,bc823389a113770ce3a0576f20e37fda7776f9f445d575ee6b176c063f05fa1c,702,1.0,20,true,224,97,473,23.650000000000002,true,17,6,4,false,4,0,false,false
SYN_a3_predicted_raw_P_s71_00290_01,a3_ours_multi_ours_orb|predicted_raw|sync_step_00290,71,290,290,predicted_free_ranking,true,0.9162180502148836,0.2,0.018155741739541292,0.011839986155422366,true,f8963b568da7004eba0c79b9826072633a689a88dfda27295de2af3ac2b8e181,f8963b568da7004eba0c79b9826072633a689a88dfda27295de2af3ac2b8e181,bc823389a113770ce3a0576f20e37fda7776f9f445d575ee6b176c063f05fa1c,702,1.0,20,true,117,784,371,18.55,true,66,6,1,false,1,6,false,false
SYN_a3_predicted_raw_P_s71_00430_02,a3_ours_multi_ours_orb|predicted_raw|sync_step_00430,71,430,430,measured_farthest,true,0.8428947578393042,0.2,0.03229294383909904,0.0005171558614165406,true,9cc730c1b67ee7ba401123d6209056e9e84b3fc9e406b890ccff5614759f03e3,9cc730c1b67ee7ba401123d6209056e9e84b3fc9e406b890ccff5614759f03e3,e1ead3f8030c25f18a530c55846196564c1f4e5ca244c0bdb0fb0c1d1e64f6ed,805,1.0,20,true,109,994,695,34.75,true,286,31,14,false,0,16,false,false
SYN_a3_predicted_raw_P_s71_00430_02,a3_ours_multi_ours_orb|predicted_raw|sync_step_00430,71,430,430,predicted_free_ranking,true,0.8428947578393042,0.2,0.03229294383909904,0.0005171558614165406,true,9cc730c1b67ee7ba401123d6209056e9e84b3fc9e406b890ccff5614759f03e3,9cc730c1b67ee7ba401123d6209056e9e84b3fc9e406b890ccff5614759f03e3,e1ead3f8030c25f18a530c55846196564c1f4e5ca244c0bdb0fb0c1d1e64f6ed,805,1.0,20,true,120,987,677,33.85,true,296,28,15,false,0,6,false,false
SYN_a3_predicted_raw_P_s71_00060_03,a3_ours_multi_ours_orb|predicted_raw|sync_step_00060,71,60,60,measured_farthest,true,0.697841726618705,0.2,0.02606526904203134,0.04971540577773226,true,02e490bb9c4deba52b9b351dcca774fbca4892fe69489642836a7c97d0a66f3f,02e490bb9c4deba52b9b351dcca774fbca4892fe69489642836a7c97d0a66f3f,ce56e63f227850ede683169baf5a3a620cfc99a74ce31a2e415bfea85f32d3b3,1388,1.0,20,true,218,782,374,18.7,true,75,11,1,false,0,1,false,false
SYN_a3_predicted_raw_P_s71_00060_03,a3_ours_multi_ours_orb|predicted_raw|sync_step_00060,71,60,60,predicted_free_ranking,true,0.697841726618705,0.2,0.02606526904203134,0.04971540577773226,true,02e490bb9c4deba52b9b351dcca774fbca4892fe69489642836a7c97d0a66f3f,02e490bb9c4deba52b9b351dcca774fbca4892fe69489642836a7c97d0a66f3f,ce56e63f227850ede683169baf5a3a620cfc99a74ce31a2e415bfea85f32d3b3,1388,1.0,20,true,244,788,362,18.1,true,250,9,4,false,0,1,false,false
SYN_a3_predicted_raw_P_s71_00050_04,a3_ours_multi_ours_orb|predicted_raw|sync_step_00050,71,50,50,measured_farthest,false,0.4152768512341561,0.2,0.11369781298060624,0.16992588323566338,true,244281a00aeaf00bbaea07b7730fd7ab3878d3db056ea8f9fe035339512bb794,244281a00aeaf00bbaea07b7730fd7ab3878d3db056ea8f9fe035339512bb794,82d60fef2a8b2048033a2f638dd0c42eafdc930df7c8edf5c4ba79639e7aec1d,1382,1.0,20,false,318,696,294,14.700000000000001,true,0,1103,1,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00050_04,a3_ours_multi_ours_orb|predicted_raw|sync_step_00050,71,50,50,predicted_free_ranking,false,0.4152768512341561,0.2,0.11369781298060624,0.16992588323566338,true,244281a00aeaf00bbaea07b7730fd7ab3878d3db056ea8f9fe035339512bb794,244281a00aeaf00bbaea07b7730fd7ab3878d3db056ea8f9fe035339512bb794,82d60fef2a8b2048033a2f638dd0c42eafdc930df7c8edf5c4ba79639e7aec1d,1382,1.0,20,false,322,427,193,9.65,true,140,39,14,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00170_05,a3_ours_multi_ours_orb|predicted_raw|sync_step_00170,71,170,170,measured_farthest,true,0.7392186021360011,0.2,0.07779525450385733,0.036159818441291236,true,0d01a88f1d55e0b1a17c43c0235e0b5f539756f36dc2b1918fe5f5b92532710d,0d01a88f1d55e0b1a17c43c0235e0b5f539756f36dc2b1918fe5f5b92532710d,1d7771a6eede4382aa45df83ec08776a67db209443201f478b03c79b7229dbac,1082,1.0,20,true,281,892,453,22.650000000000002,true,28,0,6,false,0,3,false,false
SYN_a3_predicted_raw_P_s71_00170_05,a3_ours_multi_ours_orb|predicted_raw|sync_step_00170,71,170,170,predicted_free_ranking,true,0.7392186021360011,0.2,0.07779525450385733,0.036159818441291236,true,0d01a88f1d55e0b1a17c43c0235e0b5f539756f36dc2b1918fe5f5b92532710d,0d01a88f1d55e0b1a17c43c0235e0b5f539756f36dc2b1918fe5f5b92532710d,1d7771a6eede4382aa45df83ec08776a67db209443201f478b03c79b7229dbac,1082,1.0,20,true,275,247,326,16.3,true,251,52,7,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00200_06,a3_ours_multi_ours_orb|predicted_raw|sync_step_00200,71,200,200,measured_farthest,true,0.8852630889194679,0.2,0.013586733346549102,0.037406413157015095,true,a92f05a6b7c806fb1d0f2beb77f44caad7189ee353c73490b5f433a60b60e91c,a92f05a6b7c806fb1d0f2beb77f44caad7189ee353c73490b5f433a60b60e91c,7b6cf86724eb6e45e3625a53bc4cb0b104e91dcf24ec5bd987baca72aa06751b,1073,1.0,20,true,281,891,452,22.6,true,24,1,4,false,0,1,false,false
SYN_a3_predicted_raw_P_s71_00200_06,a3_ours_multi_ours_orb|predicted_raw|sync_step_00200,71,200,200,predicted_free_ranking,true,0.8852630889194679,0.2,0.013586733346549102,0.037406413157015095,true,a92f05a6b7c806fb1d0f2beb77f44caad7189ee353c73490b5f433a60b60e91c,a92f05a6b7c806fb1d0f2beb77f44caad7189ee353c73490b5f433a60b60e91c,7b6cf86724eb6e45e3625a53bc4cb0b104e91dcf24ec5bd987baca72aa06751b,1073,1.0,20,true,117,269,334,16.7,true,190,3,2,false,20,2,false,false
SYN_a3_predicted_raw_P_s71_00270_07,a3_ours_multi_ours_orb|predicted_raw|sync_step_00270,71,270,270,measured_farthest,true,0.8370039825344273,0.2,0.03714545402804998,0.00753203041500683,true,589bd71d0ca00a2803c833e6ebd294d876d985f2218b41d075bd04c3293a7e5c,589bd71d0ca00a2803c833e6ebd294d876d985f2218b41d075bd04c3293a7e5c,6d26b28a9e61320e696ebcb559eec437aadd05c76b50ecc7f2702ab5ed7bb240,2668,1.0,20,true,340,28,610,30.5,true,51,0,0,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00270_07,a3_ours_multi_ours_orb|predicted_raw|sync_step_00270,71,270,270,predicted_free_ranking,true,0.8370039825344273,0.2,0.03714545402804998,0.00753203041500683,true,589bd71d0ca00a2803c833e6ebd294d876d985f2218b41d075bd04c3293a7e5c,589bd71d0ca00a2803c833e6ebd294d876d985f2218b41d075bd04c3293a7e5c,6d26b28a9e61320e696ebcb559eec437aadd05c76b50ecc7f2702ab5ed7bb240,2668,1.0,20,true,337,46,589,29.450000000000003,true,146,0,0,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00040_08,a3_ours_multi_ours_orb|predicted_raw|sync_step_00040,71,40,40,measured_farthest,false,0.0,0.2,,,,f586da8d20f8a4f42eacde27ebef0b9279038477a8ae1cecffebfcd15f71a19e,f586da8d20f8a4f42eacde27ebef0b9279038477a8ae1cecffebfcd15f71a19e,3944c6e43b71ad7d7c418857a6313078e6aed038f3d1afd00972249366a9fe35,1632,1.0,20,false,336,663,279,13.950000000000001,true,0,0,0,false,7,0,false,false
SYN_a3_predicted_raw_P_s71_00040_08,a3_ours_multi_ours_orb|predicted_raw|sync_step_00040,71,40,40,predicted_free_ranking,false,0.0,0.2,,,,f586da8d20f8a4f42eacde27ebef0b9279038477a8ae1cecffebfcd15f71a19e,f586da8d20f8a4f42eacde27ebef0b9279038477a8ae1cecffebfcd15f71a19e,3944c6e43b71ad7d7c418857a6313078e6aed038f3d1afd00972249366a9fe35,1632,1.0,20,false,388,524,222,11.100000000000001,true,321,505,190,false,5,0,false,false
SYN_a3_predicted_raw_P_s71_00380_09,a3_ours_multi_ours_orb|predicted_raw|sync_step_00380,71,380,380,measured_farthest,true,0.8533818307785572,0.2,0.034707183912027116,0.031092910603234714,true,33ce2c9659d264b4012b343befdeab34dde4b6f8e01f52bded8210baf32168fb,33ce2c9659d264b4012b343befdeab34dde4b6f8e01f52bded8210baf32168fb,7f9af4c2012c5b11a3f0576f444aecfb873ba370385c8abb3ff3e47241cdc3a9,595,1.0,20,true,281,891,452,22.6,true,22,0,2,false,0,1,false,false
SYN_a3_predicted_raw_P_s71_00380_09,a3_ours_multi_ours_orb|predicted_raw|sync_step_00380,71,380,380,predicted_free_ranking,true,0.8533818307785572,0.2,0.034707183912027116,0.031092910603234714,true,33ce2c9659d264b4012b343befdeab34dde4b6f8e01f52bded8210baf32168fb,33ce2c9659d264b4012b343befdeab34dde4b6f8e01f52bded8210baf32168fb,7f9af4c2012c5b11a3f0576f444aecfb873ba370385c8abb3ff3e47241cdc3a9,595,1.0,20,true,341,731,390,19.5,true,80,2,2,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00360_10,a3_ours_multi_ours_orb|predicted_raw|sync_step_00360,71,360,360,measured_farthest,true,0.881371478488753,0.2,0.01568444388254128,0.0572578870865641,true,219d31886ffc433b3c8e7446b3545d03b708353e6c7df05de9f2bdefb74c8e67,219d31886ffc433b3c8e7446b3545d03b708353e6c7df05de9f2bdefb74c8e67,44ad63cdb13bb76256b83809358a1398e281aefd935db0e5d47dcc9c4781820b,655,1.0,20,true,281,891,452,22.6,true,25,0,0,true,0,0,false,false
SYN_a3_predicted_raw_P_s71_00360_10,a3_ours_multi_ours_orb|predicted_raw|sync_step_00360,71,360,360,predicted_free_ranking,true,0.881371478488753,0.2,0.01568444388254128,0.0572578870865641,true,219d31886ffc433b3c8e7446b3545d03b708353e6c7df05de9f2bdefb74c8e67,219d31886ffc433b3c8e7446b3545d03b708353e6c7df05de9f2bdefb74c8e67,44ad63cdb13bb76256b83809358a1398e281aefd935db0e5d47dcc9c4781820b,655,1.0,20,true,340,731,389,19.450000000000003,true,85,0,2,false,0,2,false,false
