step,coverage,merge_success,n_explored,n_acc_black,mso_coverage
130,0.825602,1,456235,552609,0.825602
131,0.825602,1,456235,552609,0.825602
132,0.825602,1,456235,552609,0.825602
133,0.826069,1,456493,552609,0.826069
134,0.828537,1,457857,552609,0.828537
135,0.829384,1,458325,552609,0.829384
136,0.829386,1,458326,552609,0.829386
137,0.829386,1,458326,552609,0.829386
138,0.829386,1,458326,552609,0.829386
139,0.829386,1,458326,552609,0.829386
140,0.829386,1,458326,552609,0.829386
141,0.829386,1,458326,552609,0.829386
142,0.829386,1,458326,552609,0.829386
143,0.829386,1,458326,552609,0.829386
144,0.829386,1,458326,552609,0.829386
145,0.829386,1,458326,552609,0.829386
146,0.829386,1,458326,552609,0.829386
147,0.829518,1,458399,552609,0.829518
148,0.829525,1,458403,552609,0.829525
149,0.829525,1,458403,552609,0.829525
150,0.829672,1,458484,552609,0.829672
151,0.829672,1,458484,552609,0.829672
152,0.829672,1,458484,552609,0.829672
153,0.829672,1,458484,552609,0.829672
154,0.830745,1,459077,552609,0.830745
155,0.830745,1,459077,552609,0.830745
156,0.830745,1,459077,552609,0.830745
157,0.830745,1,459077,552609,0.830745
158,0.830745,1,459077,552609,0.830745
159,0.830745,1,459077,552609,0.830745
160,0.830752,1,459081,552609,0.830752
161,0.830810,1,459113,552609,0.830810
162,0.830824,1,459121,552609,0.830824
163,0.830842,1,459131,552609,0.830842
164,0.830842,1,459131,552609,0.830842
165,0.830842,1,459131,552609,0.830842
166,0.830842,1,459131,552609,0.830842
167,0.830842,1,459131,552609,0.830842
168,0.830842,1,459131,552609,0.830842
169,0.830842,1,459131,552609,0.830842
170,0.830842,1,459131,552609,0.830842
171,0.830842,1,459131,552609,0.830842
172,0.830842,1,459131,552609,0.830842
173,0.830842,1,459131,552609,0.830842
174,0.830842,1,459131,552609,0.830842
175,0.830842,1,459131,552609,0.830842
176,0.830842,1,459131,552609,0.830842
177,0.830842,1,459131,552609,0.830842
178,0.830842,1,459131,552609,0.830842
179,0.830842,1,459131,552609,0.830842
180,0.830842,1,459131,552609,0.830842
181,0.830842,1,459131,552609,0.830842
182,0.830913,1,459170,552609,0.830913
183,0.832308,1,459941,552609,0.832308
184,0.833461,1,460578,552609,0.833461
185,0.834143,1,460955,552609,0.834143
186,0.834143,1,460955,552609,0.834143
187,0.834143,1,460955,552609,0.834143
188,0.834143,1,460955,552609,0.834143
189,0.834143,1,460955,552609,0.834143
190,0.834143,1,460955,552609,0.834143
191,0.834143,1,460955,552609,0.834143
192,0.834143,1,460955,552609,0.834143
193,0.834143,1,460955,552609,0.834143
194,0.834143,1,460955,552609,0.834143
195,0.834143,1,460955,552609,0.834143
196,0.834143,1,460955,552609,0.834143
197,0.834143,1,460955,552609,0.834143
198,0.834143,1,460955,552609,0.834143
199,0.834143,1,460955,552609,0.834143
200,0.834143,1,460955,552609,0.834143
201,0.834143,1,460955,552609,0.834143
202,0.834143,1,460955,552609,0.834143
203,0.834355,1,461072,552609,0.834355
204,0.834355,1,461072,552609,0.834355
205,0.834355,1,461072,552609,0.834355
206,0.834355,1,461072,552609,0.834355
207,0.834355,1,461072,552609,0.834355
208,0.834355,1,461072,552609,0.834355
209,0.834355,1,461072,552609,0.834355
210,0.834842,1,461341,552609,0.834842
211,0.834842,1,461341,552609,0.834842
212,0.834842,1,461341,552609,0.834842
213,0.834842,1,461341,552609,0.834842
214,0.834842,1,461341,552609,0.834842
215,0.834842,1,461341,552609,0.834842
216,0.834842,1,461341,552609,0.834842
217,0.834842,1,461341,552609,0.834842
218,0.834842,1,461341,552609,0.834842
219,0.834842,1,461341,552609,0.834842
220,0.834842,1,461341,552609,0.834842
221,0.834842,1,461341,552609,0.834842
