step,coverage,merge_success,n_explored,n_acc_black,mso_coverage
109,0.822459,1,454498,552609,0.822459
110,0.822459,1,454498,552609,0.822459
111,0.822459,1,454498,552609,0.822459
112,0.823135,1,454872,552609,0.823135
113,0.823170,1,454891,552609,0.823170
114,0.825528,1,456194,552609,0.825528
115,0.825528,1,456194,552609,0.825528
116,0.825528,1,456194,552609,0.825528
117,0.825528,1,456194,552609,0.825528
118,0.825528,1,456194,552609,0.825528
119,0.825528,1,456194,552609,0.825528
120,0.825528,1,456194,552609,0.825528
121,0.825528,1,456194,552609,0.825528
122,0.825537,1,456199,552609,0.825537
123,0.825537,1,456199,552609,0.825537
124,0.825537,1,456199,552609,0.825537
125,0.825537,1,456199,552609,0.825537
126,0.825537,1,456199,552609,0.825537
127,0.825537,1,456199,552609,0.825537
128,0.825537,1,456199,552609,0.825537
129,0.825537,1,456199,552609,0.825537
130,0.825537,1,456199,552609,0.825537
131,0.825537,1,456199,552609,0.825537
132,0.827914,1,457513,552609,0.827914
133,0.829319,1,458289,552609,0.829319
134,0.829319,1,458289,552609,0.829319
135,0.829319,1,458289,552609,0.829319
136,0.829321,1,458290,552609,0.829321
137,0.829321,1,458290,552609,0.829321
138,0.829321,1,458290,552609,0.829321
139,0.829321,1,458290,552609,0.829321
140,0.829321,1,458290,552609,0.829321
141,0.829321,1,458290,552609,0.829321
142,0.829321,1,458290,552609,0.829321
143,0.829321,1,458290,552609,0.829321
144,0.829321,1,458290,552609,0.829321
145,0.829321,1,458290,552609,0.829321
146,0.829321,1,458290,552609,0.829321
147,0.829453,1,458363,552609,0.829453
148,0.829460,1,458367,552609,0.829460
149,0.829460,1,458367,552609,0.829460
150,0.829460,1,458367,552609,0.829460
151,0.829606,1,458448,552609,0.829606
152,0.829606,1,458448,552609,0.829606
153,0.829606,1,458448,552609,0.829606
154,0.829606,1,458448,552609,0.829606
155,0.830680,1,459041,552609,0.830680
156,0.830680,1,459041,552609,0.830680
157,0.830680,1,459041,552609,0.830680
158,0.830680,1,459041,552609,0.830680
159,0.830680,1,459041,552609,0.830680
160,0.830680,1,459041,552609,0.830680
161,0.830680,1,459041,552609,0.830680
162,0.830681,1,459042,552609,0.830681
163,0.830739,1,459074,552609,0.830739
164,0.830759,1,459085,552609,0.830759
165,0.830777,1,459095,552609,0.830777
166,0.830777,1,459095,552609,0.830777
167,0.830777,1,459095,552609,0.830777
168,0.830777,1,459095,552609,0.830777
169,0.830777,1,459095,552609,0.830777
170,0.830777,1,459095,552609,0.830777
171,0.830777,1,459095,552609,0.830777
172,0.830777,1,459095,552609,0.830777
173,0.830777,1,459095,552609,0.830777
174,0.830777,1,459095,552609,0.830777
175,0.830777,1,459095,552609,0.830777
176,0.830777,1,459095,552609,0.830777
177,0.830777,1,459095,552609,0.830777
178,0.830777,1,459095,552609,0.830777
179,0.830777,1,459095,552609,0.830777
180,0.830777,1,459095,552609,0.830777
181,0.830777,1,459095,552609,0.830777
182,0.830777,1,459095,552609,0.830777
183,0.830777,1,459095,552609,0.830777
184,0.830777,1,459095,552609,0.830777
185,0.830777,1,459095,552609,0.830777
186,0.830777,1,459095,552609,0.830777
187,0.830777,1,459095,552609,0.830777
188,0.831503,1,459496,552609,0.831503
189,0.832172,1,459866,552609,0.832172
190,0.833124,1,460392,552609,0.833124
191,0.834085,1,460923,552609,0.834085
192,0.834085,1,460923,552609,0.834085
193,0.834085,1,460923,552609,0.834085
194,0.834085,1,460923,552609,0.834085
195,0.834085,1,460923,552609,0.834085
196,0.834085,1,460923,552609,0.834085
197,0.834085,1,460923,552609,0.834085
198,0.834085,1,460923,552609,0.834085
199,0.834085,1,460923,552609,0.834085
200,0.834085,1,460923,552609,0.834085
201,0.834085,1,460923,552609,0.834085
202,0.834085,1,460923,552609,0.834085
203,0.834085,1,460923,552609,0.834085
204,0.834085,1,460923,552609,0.834085
205,0.834085,1,460923,552609,0.834085
206,0.834085,1,460923,552609,0.834085
207,0.834085,1,460923,552609,0.834085
208,0.834085,1,460923,552609,0.834085
209,0.834297,1,461040,552609,0.834297
210,0.834297,1,461040,552609,0.834297
211,0.834297,1,461040,552609,0.834297
212,0.834297,1,461040,552609,0.834297
213,0.834297,1,461040,552609,0.834297
214,0.834297,1,461040,552609,0.834297
215,0.834297,1,461040,552609,0.834297
216,0.834297,1,461040,552609,0.834297
217,0.834297,1,461040,552609,0.834297
218,0.834297,1,461040,552609,0.834297
219,0.834297,1,461040,552609,0.834297
220,0.834297,1,461040,552609,0.834297
221,0.834297,1,461040,552609,0.834297
222,0.834297,1,461040,552609,0.834297
223,0.834297,1,461040,552609,0.834297
224,0.834297,1,461040,552609,0.834297
225,0.834297,1,461040,552609,0.834297
226,0.834297,1,461040,552609,0.834297
227,0.834297,1,461040,552609,0.834297
228,0.834297,1,461040,552609,0.834297
229,0.834297,1,461040,552609,0.834297
230,0.834297,1,461040,552609,0.834297
231,0.834297,1,461040,552609,0.834297
232,0.834297,1,461040,552609,0.834297
233,0.838528,1,463378,552609,0.838528
234,0.838528,1,463378,552609,0.838528
235,0.838528,1,463378,552609,0.838528
236,0.838528,1,463378,552609,0.838528
237,0.838528,1,463378,552609,0.838528
238,0.838528,1,463378,552609,0.838528
239,0.838528,1,463378,552609,0.838528
240,0.838528,1,463378,552609,0.838528
241,0.838528,1,463378,552609,0.838528
242,0.838528,1,463378,552609,0.838528
243,0.838528,1,463378,552609,0.838528
244,0.838528,1,463378,552609,0.838528
245,0.838528,1,463378,552609,0.838528
246,0.838528,1,463378,552609,0.838528
247,0.838528,1,463378,552609,0.838528
248,0.838528,1,463378,552609,0.838528
249,0.838528,1,463378,552609,0.838528
250,0.838528,1,463378,552609,0.838528
251,0.838528,1,463378,552609,0.838528
252,0.838528,1,463378,552609,0.838528
253,0.838528,1,463378,552609,0.838528
254,0.838528,1,463378,552609,0.838528
255,0.838528,1,463378,552609,0.838528
256,0.838528,1,463378,552609,0.838528
257,0.838528,1,463378,552609,0.838528
258,0.838528,1,463378,552609,0.838528
259,0.838528,1,463378,552609,0.838528
260,0.838528,1,463378,552609,0.838528
261,0.838528,1,463378,552609,0.838528
262,0.838528,1,463378,552609,0.838528
263,0.838528,1,463378,552609,0.838528
264,0.838528,1,463378,552609,0.838528
265,0.838528,1,463378,552609,0.838528
266,0.838528,1,463378,552609,0.838528
267,0.838528,1,463378,552609,0.838528
268,0.838528,1,463378,552609,0.838528
269,0.838528,1,463378,552609,0.838528
270,0.838528,1,463378,552609,0.838528
271,0.838528,1,463378,552609,0.838528
272,0.838528,1,463378,552609,0.838528
273,0.838528,1,463378,552609,0.838528
274,0.838528,1,463378,552609,0.838528
275,0.838528,1,463378,552609,0.838528
276,0.838528,1,463378,552609,0.838528
277,0.838528,1,463378,552609,0.838528
278,0.838528,1,463378,552609,0.838528
279,0.838528,1,463378,552609,0.838528
280,0.838528,1,463378,552609,0.838528
281,0.838528,1,463378,552609,0.838528
282,0.838528,1,463378,552609,0.838528
283,0.838528,1,463378,552609,0.838528
284,0.838528,1,463378,552609,0.838528
285,0.838528,1,463378,552609,0.838528
286,0.838528,1,463378,552609,0.838528
287,0.838528,1,463378,552609,0.838528
288,0.838528,1,463378,552609,0.838528
289,0.838528,1,463378,552609,0.838528
290,0.838528,1,463378,552609,0.838528
291,0.838528,1,463378,552609,0.838528
292,0.838528,1,463378,552609,0.838528
293,0.838528,1,463378,552609,0.838528
294,0.838528,1,463378,552609,0.838528
295,0.838528,1,463378,552609,0.838528
296,0.838528,1,463378,552609,0.838528
297,0.838528,1,463378,552609,0.838528
298,0.838528,1,463378,552609,0.838528
299,0.838528,1,463378,552609,0.838528
300,0.838528,1,463378,552609,0.838528
301,0.838528,1,463378,552609,0.838528
302,0.838528,1,463378,552609,0.838528
303,0.838528,1,463378,552609,0.838528
304,0.838528,1,463378,552609,0.838528
305,0.838528,1,463378,552609,0.838528
306,0.838528,1,463378,552609,0.838528
307,0.838528,1,463378,552609,0.838528
308,0.838528,1,463378,552609,0.838528
309,0.838528,1,463378,552609,0.838528
310,0.838528,1,463378,552609,0.838528
311,0.838528,1,463378,552609,0.838528
312,0.838528,1,463378,552609,0.838528
313,0.838528,1,463378,552609,0.838528
314,0.838528,1,463378,552609,0.838528
315,0.838528,1,463378,552609,0.838528
316,0.838528,1,463378,552609,0.838528
317,0.838528,1,463378,552609,0.838528
318,0.838528,1,463378,552609,0.838528
319,0.838528,1,463378,552609,0.838528
320,0.838528,1,463378,552609,0.838528
321,0.838528,1,463378,552609,0.838528
322,0.838528,1,463378,552609,0.838528
323,0.838528,1,463378,552609,0.838528
324,0.838528,1,463378,552609,0.838528
325,0.838528,1,463378,552609,0.838528
326,0.838528,1,463378,552609,0.838528
327,0.838528,1,463378,552609,0.838528
328,0.838528,1,463378,552609,0.838528
329,0.838528,1,463378,552609,0.838528
330,0.838528,1,463378,552609,0.838528
331,0.838528,1,463378,552609,0.838528
332,0.838528,1,463378,552609,0.838528
333,0.838528,1,463378,552609,0.838528
334,0.838528,1,463378,552609,0.838528
335,0.838528,1,463378,552609,0.838528
336,0.838528,1,463378,552609,0.838528
337,0.838528,1,463378,552609,0.838528
338,0.838528,1,463378,552609,0.838528
339,0.838528,1,463378,552609,0.838528
340,0.838528,1,463378,552609,0.838528
341,0.838528,1,463378,552609,0.838528
342,0.838528,1,463378,552609,0.838528
343,0.838528,1,463378,552609,0.838528
344,0.838528,1,463378,552609,0.838528
345,0.838528,1,463378,552609,0.838528
346,0.838528,1,463378,552609,0.838528
347,0.838528,1,463378,552609,0.838528
348,0.838528,1,463378,552609,0.838528
349,0.838528,1,463378,552609,0.838528
350,0.838528,1,463378,552609,0.838528
351,0.838528,1,463378,552609,0.838528
352,0.838528,1,463378,552609,0.838528
353,0.838528,1,463378,552609,0.838528
354,0.838528,1,463378,552609,0.838528
355,0.838528,1,463378,552609,0.838528
356,0.838528,1,463378,552609,0.838528
357,0.838528,1,463378,552609,0.838528
358,0.838528,1,463378,552609,0.838528
359,0.838528,1,463378,552609,0.838528
360,0.838528,1,463378,552609,0.838528
361,0.838528,1,463378,552609,0.838528
362,0.838528,1,463378,552609,0.838528
363,0.838528,1,463378,552609,0.838528
364,0.838528,1,463378,552609,0.838528
365,0.838528,1,463378,552609,0.838528
366,0.838528,1,463378,552609,0.838528
367,0.838528,1,463378,552609,0.838528
368,0.838528,1,463378,552609,0.838528
369,0.838528,1,463378,552609,0.838528
370,0.838528,1,463378,552609,0.838528
371,0.838528,1,463378,552609,0.838528
372,0.838528,1,463378,552609,0.838528
373,0.838528,1,463378,552609,0.838528
374,0.838528,1,463378,552609,0.838528
375,0.838528,1,463378,552609,0.838528
376,0.838528,1,463378,552609,0.838528
377,0.838528,1,463378,552609,0.838528
378,0.838528,1,463378,552609,0.838528
379,0.838528,1,463378,552609,0.838528
380,0.838528,1,463378,552609,0.838528
381,0.838528,1,463378,552609,0.838528
382,0.838528,1,463378,552609,0.838528
383,0.838528,1,463378,552609,0.838528
384,0.838528,1,463378,552609,0.838528
385,0.838528,1,463378,552609,0.838528
386,0.838528,1,463378,552609,0.838528
387,0.838528,1,463378,552609,0.838528
